"Disease","Report Year","DHBName","Case Count","Case rate per 100,000"
"Typhoid fever",2009,"Tairawhiti",0,0
"Tuberculosis disease",2009,"Tairawhiti",6,13.8
"Meningoencephalitis - primary amoebic",2009,"Tairawhiti",0,0
"Leptospirosis",2009,"Tairawhiti",0,0
"Legionellosis",2009,"Tairawhiti",0,0
"Rickettsial disease",2009,"Tairawhiti",0,0
"Poliomyelitis",2009,"Tairawhiti",0,0
"Taeniasis",2009,"Tairawhiti",0,0
"Yersiniosis",2009,"Tairawhiti",3,6.9
"Rubella",2009,"Taranaki",0,0
"Campylobacteriosis",2009,"Taranaki",233,222.7
"Giardiasis",2009,"Taranaki",45,43
"Cryptosporidiosis",2009,"Taranaki",24,22.9
"Hepatitis A",2009,"Taranaki",0,0
"Cholera",2009,"Taranaki",0,0
"Pertussis",2009,"Taranaki",42,40.1
"Trichinosis",2009,"Taranaki",0,0
"Paratyphoid fever",2009,"Taranaki",0,0
"Arboviral diseases",2009,"Taranaki",1,1
"Toxic shellfish poisoning",2009,"Taranaki",0,0
"Malaria",2009,"Taranaki",1,1
"Mumps",2009,"Taranaki",2,1.9
"Hepatitis C",2009,"Taranaki",5,4.8
"Invasive pneumococcal disease",2009,"Taranaki",20,19.1
"Measles",2009,"Taranaki",0,0
"Cysticercosis",2009,"Taranaki",0,0
"Brucellosis",2009,"Taranaki",0,0
"Typhoid fever",2009,"Taranaki",0,0
"Meningococcal disease",2009,"Taranaki",3,2.9
"Haemophilus influenzae type b",2009,"Taranaki",0,0
"Mpox",2009,"Taranaki",0,0
"Hepatitis NOS",2009,"Taranaki",0,0
"Rickettsial disease",2009,"Taranaki",0,0
"Meningoencephalitis - primary amoebic",2009,"Taranaki",0,0
"Leprosy",2009,"Taranaki",0,0
"Rheumatic fever",2009,"Taranaki",1,1
"Hydatid disease",2009,"Taranaki",0,0
"Diphtheria",2009,"Taranaki",0,0
"Tuberculosis disease",2009,"Taranaki",0,0
"Q fever",2009,"Taranaki",0,0
"Hepatitis B",2009,"Taranaki",1,1
"Shigellosis",2009,"Taranaki",0,0
"Legionellosis",2009,"Taranaki",1,1
"Rabies and other lyssaviruses",2009,"Taranaki",0,0
"Salmonellosis",2009,"Taranaki",20,19.1
"Poliomyelitis",2009,"Taranaki",0,0
"Listeriosis",2009,"Taranaki",1,1
"Acute gastroenteritis",2009,"Taranaki",0,0
"Yersiniosis",2009,"Taranaki",15,14.3
"VTEC/STEC infection",2009,"Taranaki",14,13.4
"Taeniasis",2009,"Taranaki",0,0
"Leptospirosis",2009,"Taranaki",3,2.9
"Tetanus",2009,"Taranaki",0,0
"Cholera",2009,"Hawke's Bay",0,0
"Hepatitis NOS",2009,"Hawke's Bay",0,0
"Pertussis",2009,"Hawke's Bay",28,18.9
"Cryptosporidiosis",2009,"Hawke's Bay",36,24.2
"Diphtheria",2009,"Hawke's Bay",0,0
"Campylobacteriosis",2009,"Hawke's Bay",336,226.3
"Trichinosis",2009,"Hawke's Bay",0,0
"Mpox",2009,"Hawke's Bay",0,0
"Acute gastroenteritis",2009,"Hawke's Bay",11,7.4
"Salmonellosis",2009,"Hawke's Bay",58,39.1
"Mumps",2009,"Hawke's Bay",1,0.7
"Hepatitis C",2009,"Hawke's Bay",0,0
"Hydatid disease",2009,"Hawke's Bay",0,0
"Giardiasis",2009,"Hawke's Bay",66,44.4
"Cysticercosis",2009,"Hawke's Bay",0,0
"Typhoid fever",2009,"Hawke's Bay",0,0
"Meningococcal disease",2009,"Hawke's Bay",7,4.7
"Arboviral diseases",2009,"Hawke's Bay",3,2
"Rubella",2009,"Hawke's Bay",0,0
"Shigellosis",2009,"Hawke's Bay",1,0.7
"Toxic shellfish poisoning",2009,"Hawke's Bay",0,0
"Rickettsial disease",2009,"Hawke's Bay",0,0
"Meningoencephalitis - primary amoebic",2009,"Hawke's Bay",0,0
"Rheumatic fever",2009,"Hawke's Bay",5,3.4
"Hepatitis A",2009,"Hawke's Bay",4,2.7
"Leprosy",2009,"Hawke's Bay",0,0
"VTEC/STEC infection",2009,"Hawke's Bay",4,2.7
"Measles",2009,"Hawke's Bay",1,0.7
"Brucellosis",2009,"Hawke's Bay",0,0
"Haemophilus influenzae type b",2009,"Hawke's Bay",0,0
"Legionellosis",2009,"Hawke's Bay",4,2.7
"Rabies and other lyssaviruses",2009,"Hawke's Bay",0,0
"Q fever",2009,"Hawke's Bay",0,0
"Poliomyelitis",2009,"Hawke's Bay",0,0
"Tetanus",2009,"Hawke's Bay",0,0
"Paratyphoid fever",2009,"Hawke's Bay",0,0
"Malaria",2009,"Hawke's Bay",1,0.7
"Invasive pneumococcal disease",2009,"Hawke's Bay",35,23.6
"Yersiniosis",2009,"Hawke's Bay",15,10.1
"Listeriosis",2009,"Hawke's Bay",0,0
"Taeniasis",2009,"Hawke's Bay",0,0
"Hepatitis B",2009,"Hawke's Bay",1,0.7
"Leptospirosis",2009,"Hawke's Bay",4,2.7
"Tuberculosis disease",2009,"Hawke's Bay",9,6.1
"Hepatitis A",2009,"Whanganui",0,0
"Diphtheria",2009,"Whanganui",0,0
"Cryptosporidiosis",2009,"Whanganui",9,15
"Brucellosis",2009,"Whanganui",0,0
"Toxic shellfish poisoning",2009,"Whanganui",0,0
"Paratyphoid fever",2009,"Whanganui",0,0
"Giardiasis",2009,"Whanganui",21,35.1
"Salmonellosis",2009,"Whanganui",12,20.1
"Rheumatic fever",2009,"Whanganui",0,0
"Hydatid disease",2009,"Whanganui",0,0
"Pertussis",2009,"Whanganui",6,10
"Hepatitis NOS",2009,"Whanganui",0,0
"Yersiniosis",2009,"Whanganui",3,5
"Measles",2009,"Whanganui",1,1.7
"Shigellosis",2009,"Whanganui",0,0
"Arboviral diseases",2009,"Whanganui",2,3.3
"Hepatitis B",2009,"Whanganui",1,1.7
"Poliomyelitis",2009,"Whanganui",0,0
"Legionellosis",2009,"Whanganui",0,0
"Meningoencephalitis - primary amoebic",2009,"Whanganui",0,0
"Acute gastroenteritis",2009,"Whanganui",16,26.7
"Rubella",2009,"Whanganui",0,0
"Leprosy",2009,"Whanganui",0,0
"Cholera",2009,"Whanganui",0,0
"Campylobacteriosis",2009,"Whanganui",139,232.3
"Cysticercosis",2009,"Whanganui",0,0
"Typhoid fever",2009,"Whanganui",0,0
"Tetanus",2009,"Whanganui",0,0
"VTEC/STEC infection",2009,"Whanganui",0,0
"Q fever",2009,"Whanganui",0,0
"Rabies and other lyssaviruses",2009,"Whanganui",0,0
"Haemophilus influenzae type b",2009,"Whanganui",0,0
"Rickettsial disease",2009,"Whanganui",0,0
"Mpox",2009,"Whanganui",0,0
"Trichinosis",2009,"Whanganui",0,0
"Taeniasis",2009,"Whanganui",0,0
"Malaria",2009,"Whanganui",0,0
"Mumps",2009,"Whanganui",0,0
"Hepatitis C",2009,"Whanganui",0,0
"Meningococcal disease",2009,"Whanganui",1,1.7
"Tuberculosis disease",2009,"Whanganui",0,0
"Leptospirosis",2009,"Whanganui",3,5
"Invasive pneumococcal disease",2009,"Whanganui",12,20.1
"Listeriosis",2009,"Whanganui",1,1.7
"Pertussis",2009,"MidCentral",27,16.7
"Legionellosis",2009,"MidCentral",1,0.6
"Paratyphoid fever",2009,"MidCentral",0,0
"Giardiasis",2009,"MidCentral",18,11.1
"Hepatitis NOS",2009,"MidCentral",0,0
"Toxic shellfish poisoning",2009,"MidCentral",0,0
"Diphtheria",2009,"MidCentral",0,0
"Cryptosporidiosis",2009,"MidCentral",29,17.9
"Brucellosis",2009,"MidCentral",0,0
"Measles",2009,"MidCentral",1,0.6
"Typhoid fever",2009,"MidCentral",0,0
"Hepatitis B",2009,"MidCentral",2,1.2
"Q fever",2009,"MidCentral",0,0
"Poliomyelitis",2009,"MidCentral",0,0
"Salmonellosis",2009,"MidCentral",31,19.2
"Leptospirosis",2009,"MidCentral",6,3.7
"Acute gastroenteritis",2009,"MidCentral",108,66.8
"Rubella",2009,"MidCentral",0,0
"Leprosy",2009,"MidCentral",0,0
"Cholera",2009,"MidCentral",0,0
"Campylobacteriosis",2009,"MidCentral",236,146
"Yersiniosis",2009,"MidCentral",4,2.5
"Hepatitis A",2009,"MidCentral",2,1.2
"Invasive pneumococcal disease",2009,"MidCentral",17,10.5
"Shigellosis",2009,"MidCentral",1,0.6
"VTEC/STEC infection",2009,"MidCentral",3,1.9
"Listeriosis",2009,"MidCentral",2,1.2
"Tuberculosis disease",2009,"MidCentral",6,3.7
"Haemophilus influenzae type b",2009,"MidCentral",1,0.6
"Meningoencephalitis - primary amoebic",2009,"MidCentral",0,0
"Mpox",2009,"MidCentral",0,0
"Trichinosis",2009,"MidCentral",0,0
"Hydatid disease",2009,"MidCentral",0,0
"Arboviral diseases",2009,"MidCentral",4,2.5
"Hepatitis C",2009,"MidCentral",2,1.2
"Taeniasis",2009,"MidCentral",0,0
"Malaria",2009,"MidCentral",0,0
"Rickettsial disease",2009,"MidCentral",0,0
"Tetanus",2009,"MidCentral",0,0
"Meningococcal disease",2009,"MidCentral",10,6.2
"Rabies and other lyssaviruses",2009,"MidCentral",0,0
"Rheumatic fever",2009,"MidCentral",1,0.6
"Cysticercosis",2009,"MidCentral",0,0
"Mumps",2009,"MidCentral",0,0
"Acute gastroenteritis",2009,"Wairarapa",2,5.2
"Arboviral diseases",2009,"Wairarapa",1,2.6
"Legionellosis",2009,"Wairarapa",2,5.2
"Leptospirosis",2009,"Wairarapa",1,2.6
"Brucellosis",2009,"Wairarapa",0,0
"Campylobacteriosis",2009,"Wairarapa",69,177.7
"Leprosy",2009,"Wairarapa",0,0
"Typhoid fever",2009,"Wairarapa",0,0
"Giardiasis",2009,"Wairarapa",12,30.9
"Hepatitis B",2009,"Wairarapa",2,5.2
"Q fever",2009,"Wairarapa",0,0
"Salmonellosis",2009,"Wairarapa",19,48.9
"Yersiniosis",2009,"Wairarapa",1,2.6
"Rubella",2009,"Wairarapa",0,0
"Hepatitis NOS",2009,"Wairarapa",0,0
"Toxic shellfish poisoning",2009,"Wairarapa",0,0
"Mpox",2009,"Wairarapa",0,0
"Cysticercosis",2009,"Wairarapa",0,0
"Hepatitis A",2009,"Wairarapa",0,0
"Diphtheria",2009,"Wairarapa",0,0
"Pertussis",2009,"Wairarapa",11,28.3
"VTEC/STEC infection",2009,"Wairarapa",1,2.6
"Measles",2009,"Wairarapa",0,0
"Taeniasis",2009,"Wairarapa",0,0
"Shigellosis",2009,"Wairarapa",1,2.6
"Rickettsial disease",2009,"Wairarapa",0,0
"Trichinosis",2009,"Wairarapa",0,0
"Meningococcal disease",2009,"Wairarapa",1,2.6
"Tetanus",2009,"Wairarapa",0,0
"Meningoencephalitis - primary amoebic",2009,"Wairarapa",0,0
"Cholera",2009,"Wairarapa",0,0
"Hepatitis C",2009,"Wairarapa",2,5.2
"Rheumatic fever",2009,"Wairarapa",0,0
"Malaria",2009,"Wairarapa",1,2.6
"Haemophilus influenzae type b",2009,"Wairarapa",0,0
"Rabies and other lyssaviruses",2009,"Wairarapa",0,0
"Listeriosis",2009,"Wairarapa",0,0
"Tuberculosis disease",2009,"Wairarapa",0,0
"Hydatid disease",2009,"Wairarapa",0,0
"Paratyphoid fever",2009,"Wairarapa",1,2.6
"Cryptosporidiosis",2009,"Wairarapa",13,33.5
"Invasive pneumococcal disease",2009,"Wairarapa",12,30.9
"Mumps",2009,"Wairarapa",2,5.2
"Poliomyelitis",2009,"Wairarapa",0,0
"Brucellosis",2009,"West Coast",0,0
"Legionellosis",2009,"West Coast",3,9.6
"Haemophilus influenzae type b",2009,"West Coast",0,0
"Leprosy",2009,"West Coast",0,0
"Arboviral diseases",2009,"West Coast",1,3.2
"Cysticercosis",2009,"West Coast",0,0
"Campylobacteriosis",2009,"West Coast",42,133.9
"Pertussis",2009,"West Coast",29,92.5
"Paratyphoid fever",2009,"West Coast",0,0
"Typhoid fever",2009,"West Coast",0,0
"Rabies and other lyssaviruses",2009,"West Coast",0,0
"Giardiasis",2009,"West Coast",13,41.5
"Poliomyelitis",2009,"West Coast",0,0
"Hepatitis B",2009,"West Coast",2,6.4
"Mpox",2009,"West Coast",0,0
"Hepatitis A",2009,"West Coast",0,0
"Mumps",2009,"West Coast",1,3.2
"Measles",2009,"West Coast",7,22.3
"Cholera",2009,"West Coast",0,0
"Taeniasis",2009,"West Coast",0,0
"VTEC/STEC infection",2009,"West Coast",1,3.2
"Shigellosis",2009,"West Coast",1,3.2
"Listeriosis",2009,"West Coast",0,0
"Rickettsial disease",2009,"West Coast",0,0
"Toxic shellfish poisoning",2009,"West Coast",0,0
"Meningoencephalitis - primary amoebic",2009,"West Coast",0,0
"Leptospirosis",2009,"West Coast",4,12.8
"Rheumatic fever",2009,"West Coast",0,0
"Hepatitis C",2009,"West Coast",0,0
"Tetanus",2009,"West Coast",0,0
"Yersiniosis",2009,"West Coast",12,38.3
"Salmonellosis",2009,"West Coast",10,31.9
"Invasive pneumococcal disease",2009,"West Coast",0,0
"Malaria",2009,"West Coast",2,6.4
"Tuberculosis disease",2009,"West Coast",2,6.4
"Cryptosporidiosis",2009,"West Coast",18,57.4
"Hepatitis NOS",2009,"West Coast",0,0
"Diphtheria",2009,"West Coast",0,0
"Meningococcal disease",2009,"West Coast",1,3.2
"Q fever",2009,"West Coast",0,0
"Acute gastroenteritis",2009,"West Coast",90,287
"Rubella",2009,"West Coast",0,0
"Hydatid disease",2009,"West Coast",0,0
"Trichinosis",2009,"West Coast",0,0
"Paratyphoid fever",2010,"Waitemata",0,0
"Hepatitis B",2010,"Waitemata",2,0.4
"Leptospirosis",2010,"Waitemata",1,0.2
"Brucellosis",2010,"Waitemata",1,0.2
"Rheumatic fever",2010,"Waitemata",11,2.1
"Arboviral diseases",2010,"Waitemata",6,1.2
"Pertussis",2010,"Waitemata",55,10.7
"Hepatitis A",2010,"Waitemata",2,0.4
"Tuberculosis disease",2010,"Waitemata",34,6.6
"Salmonellosis",2010,"Waitemata",111,21.5
"Typhoid fever",2010,"Waitemata",4,0.8
"Giardiasis",2010,"Waitemata",253,49
"Legionellosis",2010,"Waitemata",22,4.3
"Campylobacteriosis",2010,"Waitemata",843,163.4
"Measles",2010,"Waitemata",2,0.4
"Cysticercosis",2010,"Waitemata",0,0
"Rabies and other lyssaviruses",2010,"Waitemata",0,0
"Shigellosis",2010,"Waitemata",19,3.7
"Acute gastroenteritis",2010,"Waitemata",61,11.8
"Hepatitis C",2010,"Waitemata",1,0.2
"Rickettsial disease",2010,"Waitemata",3,0.6
"Leprosy",2010,"Waitemata",0,0
"Tetanus",2010,"Waitemata",1,0.2
"Mumps",2010,"Waitemata",7,1.4
"Cholera",2010,"Waitemata",0,0
"Hepatitis NOS",2010,"Waitemata",0,0
"VTEC/STEC infection",2010,"Waitemata",14,2.7
"Poliomyelitis",2010,"Waitemata",0,0
"Listeriosis",2010,"Waitemata",1,0.2
"Malaria",2010,"Waitemata",5,1
"Haemophilus influenzae type b",2010,"Waitemata",1,0.2
"Taeniasis",2010,"Waitemata",0,0
"Cryptosporidiosis",2010,"Waitemata",81,15.7
"Toxic shellfish poisoning",2010,"Waitemata",0,0
"Diphtheria",2010,"Waitemata",0,0
"Meningoencephalitis - primary amoebic",2010,"Waitemata",0,0
"Yersiniosis",2010,"Waitemata",53,10.3
"Invasive pneumococcal disease",2010,"Waitemata",60,11.6
"Rubella",2010,"Waitemata",1,0.2
"Trichinosis",2010,"Waitemata",0,0
"Q fever",2010,"Waitemata",0,0
"Hydatid disease",2010,"Waitemata",0,0
"Meningococcal disease",2010,"Waitemata",9,1.7
"Mpox",2010,"Waitemata",0,0
"Shigellosis",2010,"Auckland",14,3.3
"Salmonellosis",2010,"Auckland",99,23.2
"Listeriosis",2010,"Auckland",3,0.7
"Brucellosis",2010,"Auckland",0,0
"Pertussis",2010,"Auckland",85,19.9
"Giardiasis",2010,"Auckland",304,71.2
"Q fever",2010,"Auckland",0,0
"Leptospirosis",2010,"Auckland",0,0
"Measles",2010,"Auckland",5,1.2
"Legionellosis",2010,"Auckland",15,3.5
"Campylobacteriosis",2010,"Auckland",655,153.3
"Diphtheria",2010,"Auckland",0,0
"Rickettsial disease",2010,"Auckland",1,0.2
"Arboviral diseases",2010,"Auckland",12,2.8
"Typhoid fever",2010,"Auckland",9,2.1
"Yersiniosis",2010,"Auckland",41,9.6
"Rubella",2010,"Auckland",0,0
"Tuberculosis disease",2010,"Auckland",63,14.7
"Meningoencephalitis - primary amoebic",2010,"Auckland",0,0
"Rabies and other lyssaviruses",2010,"Auckland",0,0
"Hepatitis C",2010,"Auckland",1,0.2
"Toxic shellfish poisoning",2010,"Auckland",0,0
"Hepatitis NOS",2010,"Auckland",2,0.5
"Rheumatic fever",2010,"Auckland",9,2.1
"Mumps",2010,"Auckland",1,0.2
"Invasive pneumococcal disease",2010,"Auckland",44,10.3
"Hepatitis A",2010,"Auckland",7,1.6
"VTEC/STEC infection",2010,"Auckland",8,1.9
"Trichinosis",2010,"Auckland",0,0
"Cryptosporidiosis",2010,"Auckland",64,15
"Acute gastroenteritis",2010,"Auckland",63,14.7
"Paratyphoid fever",2010,"Auckland",6,1.4
"Poliomyelitis",2010,"Auckland",0,0
"Cysticercosis",2010,"Auckland",0,0
"Malaria",2010,"Auckland",12,2.8
"Hydatid disease",2010,"Auckland",0,0
"Meningococcal disease",2010,"Auckland",7,1.6
"Haemophilus influenzae type b",2010,"Auckland",0,0
"Cholera",2010,"Auckland",1,0.2
"Taeniasis",2010,"Auckland",0,0
"Tetanus",2010,"Auckland",2,0.5
"Hepatitis B",2010,"Auckland",8,1.9
"Leprosy",2010,"Auckland",1,0.2
"Mpox",2010,"Auckland",0,0
"Q fever",2010,"Bay of Plenty",0,0
"Listeriosis",2010,"Bay of Plenty",2,1
"Typhoid fever",2010,"Bay of Plenty",5,2.5
"Rabies and other lyssaviruses",2010,"Bay of Plenty",0,0
"Shigellosis",2010,"Bay of Plenty",6,3
"Arboviral diseases",2010,"Bay of Plenty",3,1.5
"Giardiasis",2010,"Bay of Plenty",72,35.7
"Cysticercosis",2010,"Bay of Plenty",0,0
"Pertussis",2010,"Bay of Plenty",42,20.8
"Toxic shellfish poisoning",2010,"Bay of Plenty",2,1
"Brucellosis",2010,"Bay of Plenty",0,0
"Hepatitis C",2010,"Bay of Plenty",0,0
"Mumps",2010,"Bay of Plenty",0,0
"Rheumatic fever",2010,"Bay of Plenty",7,3.5
"Rickettsial disease",2010,"Bay of Plenty",0,0
"Paratyphoid fever",2010,"Bay of Plenty",0,0
"Cholera",2010,"Bay of Plenty",0,0
"Tuberculosis disease",2010,"Bay of Plenty",5,2.5
"Hydatid disease",2010,"Bay of Plenty",0,0
"Legionellosis",2010,"Bay of Plenty",6,3
"VTEC/STEC infection",2010,"Bay of Plenty",13,6.4
"Cryptosporidiosis",2010,"Bay of Plenty",14,6.9
"Taeniasis",2010,"Bay of Plenty",0,0
"Yersiniosis",2010,"Bay of Plenty",17,8.4
"Measles",2010,"Bay of Plenty",1,0.5
"Campylobacteriosis",2010,"Bay of Plenty",322,159.5
"Leptospirosis",2010,"Bay of Plenty",3,1.5
"Salmonellosis",2010,"Bay of Plenty",49,24.3
"Haemophilus influenzae type b",2010,"Bay of Plenty",0,0
"Diphtheria",2010,"Bay of Plenty",0,0
"Rubella",2010,"Bay of Plenty",0,0
"Acute gastroenteritis",2010,"Bay of Plenty",10,5
"Tetanus",2010,"Bay of Plenty",1,0.5
"Hepatitis A",2010,"Bay of Plenty",1,0.5
"Hepatitis NOS",2010,"Bay of Plenty",0,0
"Malaria",2010,"Bay of Plenty",3,1.5
"Poliomyelitis",2010,"Bay of Plenty",0,0
"Mpox",2010,"Bay of Plenty",0,0
"Invasive pneumococcal disease",2010,"Bay of Plenty",33,16.4
"Trichinosis",2010,"Bay of Plenty",0,0
"Leprosy",2010,"Bay of Plenty",0,0
"Meningoencephalitis - primary amoebic",2010,"Bay of Plenty",0,0
"Hepatitis B",2010,"Bay of Plenty",1,0.5
"Meningococcal disease",2010,"Bay of Plenty",6,3
"Hepatitis A",2010,"Capital, Coast and Hutt Valley",3,1.1
"Arboviral diseases",2010,"Capital, Coast and Hutt Valley",8,2.8
"Hepatitis C",2010,"Capital, Coast and Hutt Valley",4,1.4
"Giardiasis",2010,"Capital, Coast and Hutt Valley",197,70.1
"Shigellosis",2010,"Capital, Coast and Hutt Valley",5,1.8
"Tuberculosis disease",2010,"Capital, Coast and Hutt Valley",41,14.6
"Typhoid fever",2010,"Capital, Coast and Hutt Valley",2,0.7
"Toxic shellfish poisoning",2010,"Capital, Coast and Hutt Valley",1,0.4
"Rabies and other lyssaviruses",2010,"Capital, Coast and Hutt Valley",0,0
"Campylobacteriosis",2010,"Capital, Coast and Hutt Valley",935,332.9
"Paratyphoid fever",2010,"Capital, Coast and Hutt Valley",7,2.5
"Mumps",2010,"Capital, Coast and Hutt Valley",7,2.5
"Measles",2010,"Capital, Coast and Hutt Valley",2,0.7
"VTEC/STEC infection",2010,"Capital, Coast and Hutt Valley",2,0.7
"Poliomyelitis",2010,"Capital, Coast and Hutt Valley",0,0
"Rickettsial disease",2010,"Capital, Coast and Hutt Valley",0,0
"Cryptosporidiosis",2010,"Capital, Coast and Hutt Valley",44,15.7
"Cholera",2010,"Capital, Coast and Hutt Valley",0,0
"Cysticercosis",2010,"Capital, Coast and Hutt Valley",0,0
"Brucellosis",2010,"Capital, Coast and Hutt Valley",0,0
"Rheumatic fever",2010,"Capital, Coast and Hutt Valley",16,5.7
"Yersiniosis",2010,"Capital, Coast and Hutt Valley",79,28.1
"Acute gastroenteritis",2010,"Capital, Coast and Hutt Valley",144,51.3
"Listeriosis",2010,"Capital, Coast and Hutt Valley",2,0.7
"Pertussis",2010,"Capital, Coast and Hutt Valley",134,47.7
"Salmonellosis",2010,"Capital, Coast and Hutt Valley",83,29.6
"Diphtheria",2010,"Capital, Coast and Hutt Valley",0,0
"Haemophilus influenzae type b",2010,"Capital, Coast and Hutt Valley",0,0
"Hydatid disease",2010,"Capital, Coast and Hutt Valley",0,0
"Leptospirosis",2010,"Capital, Coast and Hutt Valley",0,0
"Invasive pneumococcal disease",2010,"Capital, Coast and Hutt Valley",42,15
"Rubella",2010,"Capital, Coast and Hutt Valley",2,0.7
"Hepatitis NOS",2010,"Capital, Coast and Hutt Valley",0,0
"Malaria",2010,"Capital, Coast and Hutt Valley",2,0.7
"Hepatitis B",2010,"Capital, Coast and Hutt Valley",4,1.4
"Taeniasis",2010,"Capital, Coast and Hutt Valley",1,0.4
"Q fever",2010,"Capital, Coast and Hutt Valley",0,0
"Meningococcal disease",2010,"Capital, Coast and Hutt Valley",13,4.6
"Trichinosis",2010,"Capital, Coast and Hutt Valley",0,0
"Leprosy",2010,"Capital, Coast and Hutt Valley",1,0.4
"Meningoencephalitis - primary amoebic",2010,"Capital, Coast and Hutt Valley",0,0
"Mpox",2010,"Capital, Coast and Hutt Valley",0,0
"Tetanus",2010,"Capital, Coast and Hutt Valley",1,0.4
"Legionellosis",2010,"Capital, Coast and Hutt Valley",8,2.8
"Arboviral diseases",2010,"Nelson Marlborough",0,0
"Pertussis",2010,"Nelson Marlborough",27,20.2
"Shigellosis",2010,"Nelson Marlborough",2,1.5
"Cryptosporidiosis",2010,"Nelson Marlborough",36,26.9
"Typhoid fever",2010,"Nelson Marlborough",0,0
"VTEC/STEC infection",2010,"Nelson Marlborough",1,0.7
"Paratyphoid fever",2010,"Nelson Marlborough",0,0
"Listeriosis",2010,"Nelson Marlborough",0,0
"Hepatitis C",2010,"Nelson Marlborough",0,0
"Acute gastroenteritis",2010,"Nelson Marlborough",8,6
"Rubella",2010,"Nelson Marlborough",0,0
"Leptospirosis",2010,"Nelson Marlborough",4,3
"Hydatid disease",2010,"Nelson Marlborough",0,0
"Hepatitis A",2010,"Nelson Marlborough",0,0
"Q fever",2010,"Nelson Marlborough",0,0
"Toxic shellfish poisoning",2010,"Nelson Marlborough",0,0
"Rheumatic fever",2010,"Nelson Marlborough",0,0
"Hepatitis NOS",2010,"Nelson Marlborough",0,0
"Tuberculosis disease",2010,"Nelson Marlborough",5,3.7
"Malaria",2010,"Nelson Marlborough",2,1.5
"Mumps",2010,"Nelson Marlborough",2,1.5
"Rickettsial disease",2010,"Nelson Marlborough",0,0
"Rabies and other lyssaviruses",2010,"Nelson Marlborough",0,0
"Giardiasis",2010,"Nelson Marlborough",48,35.9
"Hepatitis B",2010,"Nelson Marlborough",1,0.7
"Measles",2010,"Nelson Marlborough",0,0
"Invasive pneumococcal disease",2010,"Nelson Marlborough",4,3
"Cysticercosis",2010,"Nelson Marlborough",0,0
"Campylobacteriosis",2010,"Nelson Marlborough",235,175.6
"Brucellosis",2010,"Nelson Marlborough",0,0
"Salmonellosis",2010,"Nelson Marlborough",51,38.1
"Legionellosis",2010,"Nelson Marlborough",1,0.7
"Meningoencephalitis - primary amoebic",2010,"Nelson Marlborough",0,0
"Poliomyelitis",2010,"Nelson Marlborough",0,0
"Tetanus",2010,"Nelson Marlborough",0,0
"Haemophilus influenzae type b",2010,"Nelson Marlborough",0,0
"Cholera",2010,"Nelson Marlborough",0,0
"Leprosy",2010,"Nelson Marlborough",0,0
"Trichinosis",2010,"Nelson Marlborough",0,0
"Yersiniosis",2010,"Nelson Marlborough",9,6.7
"Taeniasis",2010,"Nelson Marlborough",0,0
"Meningococcal disease",2010,"Nelson Marlborough",1,0.7
"Diphtheria",2010,"Nelson Marlborough",0,0
"Mpox",2010,"Nelson Marlborough",0,0
"VTEC/STEC infection",2010,"Canterbury",24,4.8
"Typhoid fever",2010,"Canterbury",1,0.2
"Salmonellosis",2010,"Canterbury",162,32.7
"Rheumatic fever",2010,"Canterbury",2,0.4
"Yersiniosis",2010,"Canterbury",46,9.3
"Brucellosis",2010,"Canterbury",0,0
"Tuberculosis disease",2010,"Canterbury",27,5.5
"Giardiasis",2010,"Canterbury",282,57
"Shigellosis",2010,"Canterbury",14,2.8
"Poliomyelitis",2010,"Canterbury",0,0
