"Disease","Report Year","Ethnic Group","Case Count","Case rate per 100,000"
"Listeriosis",2019,"MELAA",1,1.4
"Cholera",2019,"MELAA",0,0
"Hepatitis A",2019,"MELAA",1,1.4
"Brucellosis",2019,"MELAA",0,0
"Toxic shellfish poisoning",2019,"European or Others",1,0
"Tuberculosis disease",2019,"European or Others",19,0.6
"Meningoencephalitis - primary amoebic",2019,"European or Others",0,0
"Invasive pneumococcal disease",2019,"European or Others",242,8.1
"VTEC/STEC infection",2019,"European or Others",856,28.7
"Trichinosis",2019,"European or Others",0,0
"Pertussis",2019,"European or Others",813,27.2
"Legionellosis",2019,"European or Others",123,4.1
"Tetanus",2019,"European or Others",0,0
"Rheumatic fever",2019,"European or Others",4,0.1
"Poliomyelitis",2019,"European or Others",0,0
"Hydatid disease",2019,"European or Others",1,0
"Cryptosporidiosis",2019,"European or Others",781,26.1
"Arboviral diseases",2019,"European or Others",159,5.3
"Mpox",2019,"European or Others",0,0
"Rickettsial disease",2019,"European or Others",3,0.1
"Diphtheria",2019,"European or Others",0,0
"Shigellosis",2019,"European or Others",109,3.6
"Meningococcal disease",2019,"European or Others",55,1.8
"Rubella",2019,"European or Others",1,0
"Mumps",2019,"European or Others",137,4.6
"Measles",2019,"European or Others",572,19.1
"Cysticercosis",2019,"European or Others",0,0
"Leprosy",2019,"European or Others",0,0
"Malaria",2019,"European or Others",12,0.4
"Hepatitis A",2019,"European or Others",23,0.8
"Q fever",2019,"European or Others",1,0
"Hepatitis NOS",2019,"European or Others",0,0
"Leptospirosis",2019,"European or Others",72,2.4
"Typhoid fever",2019,"European or Others",2,0.1
"Haemophilus influenzae type b",2019,"European or Others",1,0
"Listeriosis",2019,"European or Others",18,0.6
"Yersiniosis",2019,"European or Others",759,25.4
"Salmonellosis",2019,"European or Others",844,28.2
"Paratyphoid fever",2019,"European or Others",5,0.2
"Hepatitis B",2019,"European or Others",12,0.4
"Giardiasis",2019,"European or Others",1386,46.4
"Rabies and other lyssaviruses",2019,"European or Others",0,0
"Brucellosis",2019,"European or Others",1,0
"Taeniasis",2019,"European or Others",0,0
"Acute gastroenteritis",2019,"European or Others",349,11.7
"Hepatitis C",2019,"European or Others",15,0.5
"Cholera",2019,"European or Others",0,0
"Campylobacteriosis",2019,"European or Others",4931,165
"Q fever",2020,"Māori",0,0
"VTEC/STEC infection",2020,"Māori",113,13.4
"Rheumatic fever",2020,"Māori",73,8.6
"Invasive pneumococcal disease",2020,"Māori",114,13.5
"Meningoencephalitis - primary amoebic",2020,"Māori",0,0
"Tuberculosis disease",2020,"Māori",31,3.7
"Malaria",2020,"Māori",2,0.2
"Diphtheria",2020,"Māori",0,0
"Rubella",2020,"Māori",0,0
"Pertussis",2020,"Māori",50,5.9
"Poliomyelitis",2020,"Māori",0,0
"Mumps",2020,"Māori",18,2.1
"Rickettsial disease",2020,"Māori",0,0
"Hydatid disease",2020,"Māori",0,0
"Mpox",2020,"Māori",0,0
"Hepatitis C",2020,"Māori",15,1.8
"Hepatitis NOS",2020,"Māori",1,0.1
"Cysticercosis",2020,"Māori",0,0
"Listeriosis",2020,"Māori",1,0.1
"Leprosy",2020,"Māori",0,0
"Salmonellosis",2020,"Māori",113,13.4
"Arboviral diseases",2020,"Māori",3,0.4
"Hepatitis B",2020,"Māori",6,0.7
"Toxic shellfish poisoning",2020,"Māori",0,0
"Trichinosis",2020,"Māori",0,0
"Typhoid fever",2020,"Māori",0,0
"Meningococcal disease",2020,"Māori",11,1.3
"Shigellosis",2020,"Māori",5,0.6
"Giardiasis",2020,"Māori",149,17.7
"Rabies and other lyssaviruses",2020,"Māori",0,0
"Taeniasis",2020,"Māori",0,0
"Leptospirosis",2020,"Māori",8,0.9
"Measles",2020,"Māori",3,0.4
"Haemophilus influenzae type b",2020,"Māori",0,0
"Legionellosis",2020,"Māori",19,2.3
"Tetanus",2020,"Māori",0,0
"Brucellosis",2020,"Māori",0,0
"Yersiniosis",2020,"Māori",112,13.3
"Hepatitis A",2020,"Māori",0,0
"Paratyphoid fever",2020,"Māori",0,0
"Cholera",2020,"Māori",0,0
"Acute gastroenteritis",2020,"Māori",51,6
"Campylobacteriosis",2020,"Māori",558,66.1
"Cryptosporidiosis",2020,"Māori",91,10.8
"VTEC/STEC infection",2020,"Pacific",18,5.3
"Invasive pneumococcal disease",2020,"Pacific",61,17.9
"Rheumatic fever",2020,"Pacific",72,21.1
"Rickettsial disease",2020,"Pacific",0,0
"Q fever",2020,"Pacific",0,0
"Pertussis",2020,"Pacific",12,3.5
"Diphtheria",2020,"Pacific",0,0
"Mumps",2020,"Pacific",30,8.8
"Meningococcal disease",2020,"Pacific",3,0.9
"Poliomyelitis",2020,"Pacific",0,0
"Toxic shellfish poisoning",2020,"Pacific",0,0
"Meningoencephalitis - primary amoebic",2020,"Pacific",0,0
"Leprosy",2020,"Pacific",3,0.9
"Hepatitis NOS",2020,"Pacific",3,0.9
"Rubella",2020,"Pacific",0,0
"Listeriosis",2020,"Pacific",1,0.3
"Taeniasis",2020,"Pacific",0,0
"Cysticercosis",2020,"Pacific",0,0
"Yersiniosis",2020,"Pacific",52,15.2
"Tuberculosis disease",2020,"Pacific",38,11.1
"Hydatid disease",2020,"Pacific",0,0
"Mpox",2020,"Pacific",0,0
"Arboviral diseases",2020,"Pacific",6,1.8
"Trichinosis",2020,"Pacific",0,0
"Typhoid fever",2020,"Pacific",3,0.9
"Malaria",2020,"Pacific",3,0.9
"Legionellosis",2020,"Pacific",5,1.5
"Leptospirosis",2020,"Pacific",1,0.3
"Cholera",2020,"Pacific",0,0
"Salmonellosis",2020,"Pacific",38,11.1
"Measles",2020,"Pacific",5,1.5
"Rabies and other lyssaviruses",2020,"Pacific",0,0
"Campylobacteriosis",2020,"Pacific",135,39.5
"Tetanus",2020,"Pacific",0,0
"Cryptosporidiosis",2020,"Pacific",16,4.7
"Haemophilus influenzae type b",2020,"Pacific",1,0.3
"Brucellosis",2020,"Pacific",1,0.3
"Hepatitis C",2020,"Pacific",0,0
"Paratyphoid fever",2020,"Pacific",0,0
"Hepatitis A",2020,"Pacific",6,1.8
"Shigellosis",2020,"Pacific",11,3.2
"Giardiasis",2020,"Pacific",15,4.4
"Hepatitis B",2020,"Pacific",5,1.5
"Acute gastroenteritis",2020,"Pacific",10,2.9
"Q fever",2020,"Asian",0,0
"Pertussis",2020,"Asian",8,1
"Leprosy",2020,"Asian",0,0
"Hydatid disease",2020,"Asian",0,0
"Taeniasis",2020,"Asian",0,0
"Tuberculosis disease",2020,"Asian",217,28.1
"VTEC/STEC infection",2020,"Asian",52,6.7
"Meningoencephalitis - primary amoebic",2020,"Asian",0,0
"Mumps",2020,"Asian",17,2.2
"Cysticercosis",2020,"Asian",0,0
"Poliomyelitis",2020,"Asian",0,0
"Diphtheria",2020,"Asian",0,0
"Invasive pneumococcal disease",2020,"Asian",25,3.2
"Rabies and other lyssaviruses",2020,"Asian",0,0
"Trichinosis",2020,"Asian",0,0
"Yersiniosis",2020,"Asian",295,38.2
"Leptospirosis",2020,"Asian",1,0.1
"Measles",2020,"Asian",1,0.1
"Listeriosis",2020,"Asian",8,1
"Mpox",2020,"Asian",0,0
"Rickettsial disease",2020,"Asian",0,0
"Typhoid fever",2020,"Asian",20,2.6
"Toxic shellfish poisoning",2020,"Asian",0,0
"Rubella",2020,"Asian",0,0
"Meningococcal disease",2020,"Asian",2,0.3
"Rheumatic fever",2020,"Asian",3,0.4
"Haemophilus influenzae type b",2020,"Asian",0,0
"Salmonellosis",2020,"Asian",70,9.1
"Legionellosis",2020,"Asian",12,1.6
"Arboviral diseases",2020,"Asian",11,1.4
"Paratyphoid fever",2020,"Asian",15,1.9
"Hepatitis B",2020,"Asian",0,0
"Acute gastroenteritis",2020,"Asian",31,4
"Hepatitis NOS",2020,"Asian",4,0.5
"Cholera",2020,"Asian",0,0
"Campylobacteriosis",2020,"Asian",363,47
"Giardiasis",2020,"Asian",71,9.2
"Malaria",2020,"Asian",4,0.5
"Hepatitis C",2020,"Asian",0,0
"Shigellosis",2020,"Asian",15,1.9
"Hepatitis A",2020,"Asian",7,0.9
"Tetanus",2020,"Asian",0,0
"Cryptosporidiosis",2020,"Asian",28,3.6
"Brucellosis",2020,"Asian",0,0
"Pertussis",2020,"MELAA",0,0
"VTEC/STEC infection",2020,"MELAA",18,24.3
"Rheumatic fever",2020,"MELAA",1,1.4
"Invasive pneumococcal disease",2020,"MELAA",2,2.7
"Q fever",2020,"MELAA",0,0
"Mumps",2020,"MELAA",4,5.4
"Hydatid disease",2020,"MELAA",0,0
"Diphtheria",2020,"MELAA",0,0
"Rubella",2020,"MELAA",0,0
"Tuberculosis disease",2020,"MELAA",8,10.8
"Toxic shellfish poisoning",2020,"MELAA",0,0
"Salmonellosis",2020,"MELAA",9,12.2
"Poliomyelitis",2020,"MELAA",0,0
"Measles",2020,"MELAA",0,0
"Listeriosis",2020,"MELAA",0,0
"Trichinosis",2020,"MELAA",0,0
"Hepatitis NOS",2020,"MELAA",0,0
"Rickettsial disease",2020,"MELAA",2,2.7
"Leptospirosis",2020,"MELAA",0,0
"Cysticercosis",2020,"MELAA",0,0
"Mpox",2020,"MELAA",0,0
"Meningococcal disease",2020,"MELAA",0,0
"Leprosy",2020,"MELAA",0,0
"Paratyphoid fever",2020,"MELAA",0,0
"Yersiniosis",2020,"MELAA",19,25.7
"Meningoencephalitis - primary amoebic",2020,"MELAA",0,0
"Arboviral diseases",2020,"MELAA",0,0
"Typhoid fever",2020,"MELAA",0,0
"Cholera",2020,"MELAA",0,0
"Malaria",2020,"MELAA",4,5.4
"Legionellosis",2020,"MELAA",0,0
"Taeniasis",2020,"MELAA",1,1.4
"Tetanus",2020,"MELAA",0,0
"Hepatitis B",2020,"MELAA",0,0
"Hepatitis C",2020,"MELAA",0,0
"Campylobacteriosis",2020,"MELAA",47,63.6
"Giardiasis",2020,"MELAA",16,21.6
"Acute gastroenteritis",2020,"MELAA",3,4.1
"Hepatitis A",2020,"MELAA",2,2.7
"Haemophilus influenzae type b",2020,"MELAA",0,0
"Rabies and other lyssaviruses",2020,"MELAA",0,0
"Cryptosporidiosis",2020,"MELAA",4,5.4
"Shigellosis",2020,"MELAA",2,2.7
"Brucellosis",2020,"MELAA",0,0
"VTEC/STEC infection",2020,"European or Others",643,21
"Invasive pneumococcal disease",2020,"European or Others",148,4.8
"Cysticercosis",2020,"European or Others",0,0
"Diphtheria",2020,"European or Others",0,0
"Rheumatic fever",2020,"European or Others",1,0
"Rubella",2020,"European or Others",0,0
"Q fever",2020,"European or Others",0,0
"Hydatid disease",2020,"European or Others",0,0
"Pertussis",2020,"European or Others",99,3.2
"Poliomyelitis",2020,"European or Others",0,0
"Leptospirosis",2020,"European or Others",51,1.7
"Listeriosis",2020,"European or Others",25,0.8
"Tuberculosis disease",2020,"European or Others",23,0.8
"Meningococcal disease",2020,"European or Others",19,0.6
"Leprosy",2020,"European or Others",0,0
"Rickettsial disease",2020,"European or Others",3,0.1
"Mumps",2020,"European or Others",75,2.5
"Measles",2020,"European or Others",0,0
"Arboviral diseases",2020,"European or Others",36,1.2
"Cholera",2020,"European or Others",0,0
"Yersiniosis",2020,"European or Others",778,25.4
"Mpox",2020,"European or Others",0,0
"Hepatitis NOS",2020,"European or Others",3,0.1
"Taeniasis",2020,"European or Others",2,0.1
"Paratyphoid fever",2020,"European or Others",2,0.1
"Toxic shellfish poisoning",2020,"European or Others",0,0
"Salmonellosis",2020,"European or Others",477,15.6
"Legionellosis",2020,"European or Others",124,4.1
"Typhoid fever",2020,"European or Others",1,0
"Giardiasis",2020,"European or Others",883,28.9
"Meningoencephalitis - primary amoebic",2020,"European or Others",0,0
"Cryptosporidiosis",2020,"European or Others",591,19.3
"Rabies and other lyssaviruses",2020,"European or Others",0,0
"Hepatitis C",2020,"European or Others",13,0.4
"Malaria",2020,"European or Others",4,0.1
"Trichinosis",2020,"European or Others",0,0
"Haemophilus influenzae type b",2020,"European or Others",2,0.1
"Campylobacteriosis",2020,"European or Others",4159,136
"Shigellosis",2020,"European or Others",27,0.9
"Acute gastroenteritis",2020,"European or Others",253,8.3
"Hepatitis A",2020,"European or Others",6,0.2
"Brucellosis",2020,"European or Others",1,0
"Hepatitis B",2020,"European or Others",7,0.2
"Tetanus",2020,"European or Others",0,0
"Pertussis",2021,"Māori",7,0.8
"Diphtheria",2021,"Māori",0,0
"Meningococcal disease",2021,"Māori",21,2.5
"Hydatid disease",2021,"Māori",0,0
"Poliomyelitis",2021,"Māori",0,0
"Leprosy",2021,"Māori",0,0
"Rheumatic fever",2021,"Māori",58,6.9
"VTEC/STEC infection",2021,"Māori",97,11.5
"Measles",2021,"Māori",0,0
"Rabies and other lyssaviruses",2021,"Māori",0,0
"Rubella",2021,"Māori",0,0
"Hepatitis NOS",2021,"Māori",0,0
"Leptospirosis",2021,"Māori",17,2
"Salmonellosis",2021,"Māori",108,12.8
"Mumps",2021,"Māori",1,0.1
"Cysticercosis",2021,"Māori",0,0
"Q fever",2021,"Māori",0,0
"Invasive pneumococcal disease",2021,"Māori",150,17.7
"Toxic shellfish poisoning",2021,"Māori",0,0
"Legionellosis",2021,"Māori",18,2.1
"Hepatitis C",2021,"Māori",9,1.1
"Typhoid fever",2021,"Māori",0,0
"Paratyphoid fever",2021,"Māori",0,0
"Listeriosis",2021,"Māori",5,0.6
"Yersiniosis",2021,"Māori",160,18.9
"Tuberculosis disease",2021,"Māori",16,1.9
"Meningoencephalitis - primary amoebic",2021,"Māori",0,0
"Hepatitis B",2021,"Māori",6,0.7
"Taeniasis",2021,"Māori",0,0
"Shigellosis",2021,"Māori",1,0.1
"Cholera",2021,"Māori",0,0
"Rickettsial disease",2021,"Māori",0,0
"Malaria",2021,"Māori",0,0
"Haemophilus influenzae type b",2021,"Māori",1,0.1
"Trichinosis",2021,"Māori",0,0
"Campylobacteriosis",2021,"Māori",631,74.5
"Acute gastroenteritis",2021,"Māori",45,5.3
"Tetanus",2021,"Māori",0,0
"Cryptosporidiosis",2021,"Māori",79,9.3
"Mpox",2021,"Māori",0,0
"Giardiasis",2021,"Māori",120,14.2
"Arboviral diseases",2021,"Māori",0,0
"Hepatitis A",2021,"Māori",4,0.5
"Brucellosis",2021,"Māori",0,0
"Measles",2021,"Pacific",0,0
"Pertussis",2021,"Pacific",2,0.6
"Hydatid disease",2021,"Pacific",0,0
"Invasive pneumococcal disease",2021,"Pacific",63,18.5
"VTEC/STEC infection",2021,"Pacific",22,6.5
"Q fever",2021,"Pacific",0,0
"Mumps",2021,"Pacific",0,0
"Leptospirosis",2021,"Pacific",0,0
"Meningococcal disease",2021,"Pacific",3,0.9
"Paratyphoid fever",2021,"Pacific",0,0
"Tuberculosis disease",2021,"Pacific",39,11.4
"Cysticercosis",2021,"Pacific",0,0
"Rheumatic fever",2021,"Pacific",28,8.2
"Rickettsial disease",2021,"Pacific",0,0
"Typhoid fever",2021,"Pacific",1,0.3
"Malaria",2021,"Pacific",0,0
"Yersiniosis",2021,"Pacific",65,19.1
"Hepatitis NOS",2021,"Pacific",6,1.8
"Leprosy",2021,"Pacific",1,0.3
"Rubella",2021,"Pacific",0,0
"Toxic shellfish poisoning",2021,"Pacific",0,0
"Salmonellosis",2021,"Pacific",30,8.8
"Trichinosis",2021,"Pacific",0,0
"Poliomyelitis",2021,"Pacific",0,0
"Haemophilus influenzae type b",2021,"Pacific",0,0
"Diphtheria",2021,"Pacific",0,0
"Hepatitis C",2021,"Pacific",0,0
"Giardiasis",2021,"Pacific",8,2.3
"Listeriosis",2021,"Pacific",2,0.6
"Cholera",2021,"Pacific",0,0
"Meningoencephalitis - primary amoebic",2021,"Pacific",0,0
"Taeniasis",2021,"Pacific",0,0
"Tetanus",2021,"Pacific",0,0
"Arboviral diseases",2021,"Pacific",3,0.9
"Legionellosis",2021,"Pacific",11,3.2
"Shigellosis",2021,"Pacific",1,0.3
"Campylobacteriosis",2021,"Pacific",140,41.1
"Acute gastroenteritis",2021,"Pacific",17,5
"Rabies and other lyssaviruses",2021,"Pacific",0,0
"Cryptosporidiosis",2021,"Pacific",19,5.6
"Mpox",2021,"Pacific",0,0
"Brucellosis",2021,"Pacific",1,0.3
"Hepatitis A",2021,"Pacific",0,0
"Hepatitis B",2021,"Pacific",3,0.9
"Cysticercosis",2021,"Asian",0,0
"Rubella",2021,"Asian",0,0
"Mumps",2021,"Asian",0,0
"Paratyphoid fever",2021,"Asian",2,0.3
"Diphtheria",2021,"Asian",0,0
"Poliomyelitis",2021,"Asian",0,0
"Leprosy",2021,"Asian",4,0.5
"VTEC/STEC infection",2021,"Asian",60,7.8
"Pertussis",2021,"Asian",3,0.4
"Tetanus",2021,"Asian",0,0
"Arboviral diseases",2021,"Asian",0,0
"Legionellosis",2021,"Asian",12,1.6
"Hydatid disease",2021,"Asian",0,0
"Listeriosis",2021,"Asian",7,0.9
"Meningococcal disease",2021,"Asian",1,0.1
"Taeniasis",2021,"Asian",0,0
"Measles",2021,"Asian",0,0
"Leptospirosis",2021,"Asian",1,0.1
"Salmonellosis",2021,"Asian",73,9.5
"Hepatitis NOS",2021,"Asian",2,0.3
"Rickettsial disease",2021,"Asian",0,0
"Q fever",2021,"Asian",0,0
"Shigellosis",2021,"Asian",1,0.1
"Invasive pneumococcal disease",2021,"Asian",32,4.2
"Typhoid fever",2021,"Asian",2,0.3
"Cholera",2021,"Asian",0,0
"Yersiniosis",2021,"Asian",394,51.2
"Hepatitis A",2021,"Asian",2,0.3
"Rabies and other lyssaviruses",2021,"Asian",0,0
"Rheumatic fever",2021,"Asian",0,0
"Malaria",2021,"Asian",1,0.1
"Hepatitis B",2021,"Asian",1,0.1
"Haemophilus influenzae type b",2021,"Asian",0,0
"Mpox",2021,"Asian",0,0
"Campylobacteriosis",2021,"Asian",359,46.7
"Meningoencephalitis - primary amoebic",2021,"Asian",0,0
"Giardiasis",2021,"Asian",61,7.9
"Tuberculosis disease",2021,"Asian",221,28.7
"Cryptosporidiosis",2021,"Asian",39,5.1
"Toxic shellfish poisoning",2021,"Asian",0,0
"Acute gastroenteritis",2021,"Asian",19,2.5
"Trichinosis",2021,"Asian",0,0
"Hepatitis C",2021,"Asian",1,0.1
"Brucellosis",2021,"Asian",0,0
"Hydatid disease",2021,"MELAA",0,0
"Diphtheria",2021,"MELAA",0,0
"Legionellosis",2021,"MELAA",3,4.1
"Leprosy",2021,"MELAA",0,0
"Pertussis",2021,"MELAA",1,1.4
"Leptospirosis",2021,"MELAA",1,1.4
"Malaria",2021,"MELAA",1,1.4
"Typhoid fever",2021,"MELAA",0,0
"Cysticercosis",2021,"MELAA",0,0
"Measles",2021,"MELAA",0,0
"Listeriosis",2021,"MELAA",0,0
"Mumps",2021,"MELAA",0,0
"Giardiasis",2021,"MELAA",11,14.9
"Paratyphoid fever",2021,"MELAA",0,0
"Invasive pneumococcal disease",2021,"MELAA",5,6.8
"VTEC/STEC infection",2021,"MELAA",17,23.1
"Rubella",2021,"MELAA",0,0
"Poliomyelitis",2021,"MELAA",0,0
"Yersiniosis",2021,"MELAA",17,23.1
"Acute gastroenteritis",2021,"MELAA",5,6.8
"Shigellosis",2021,"MELAA",0,0
"Haemophilus influenzae type b",2021,"MELAA",0,0
"Meningococcal disease",2021,"MELAA",0,0
"Q fever",2021,"MELAA",0,0
"Salmonellosis",2021,"MELAA",6,8.1
"Toxic shellfish poisoning",2021,"MELAA",0,0
"Arboviral diseases",2021,"MELAA",1,1.4
"Brucellosis",2021,"MELAA",0,0
"Meningoencephalitis - primary amoebic",2021,"MELAA",0,0
"Cryptosporidiosis",2021,"MELAA",6,8.1
"Hepatitis A",2021,"MELAA",0,0
"Hepatitis NOS",2021,"MELAA",0,0
"Hepatitis B",2021,"MELAA",0,0
"Rickettsial disease",2021,"MELAA",0,0
"Tuberculosis disease",2021,"MELAA",16,21.7
"Rabies and other lyssaviruses",2021,"MELAA",0,0
"Rheumatic fever",2021,"MELAA",0,0
"Trichinosis",2021,"MELAA",0,0
"Campylobacteriosis",2021,"MELAA",63,85.6
"Cholera",2021,"MELAA",0,0
"Mpox",2021,"MELAA",0,0
"Taeniasis",2021,"MELAA",1,1.4
"Tetanus",2021,"MELAA",0,0
"Hepatitis C",2021,"MELAA",0,0
"Cysticercosis",2021,"European or Others",0,0
"Meningococcal disease",2021,"European or Others",17,0.6
"Mumps",2021,"European or Others",0,0
"Malaria",2021,"European or Others",5,0.2
"Typhoid fever",2021,"European or Others",0,0
"Cholera",2021,"European or Others",0,0
"Yersiniosis",2021,"European or Others",754,24.5
"Measles",2021,"European or Others",0,0
"Paratyphoid fever",2021,"European or Others",0,0
"Diphtheria",2021,"European or Others",0,0
"Hepatitis NOS",2021,"European or Others",0,0
"Legionellosis",2021,"European or Others",133,4.3
"Poliomyelitis",2021,"European or Others",0,0
"VTEC/STEC infection",2021,"European or Others",707,23
"Rubella",2021,"European or Others",0,0
"Leprosy",2021,"European or Others",0,0
"Brucellosis",2021,"European or Others",0,0
"Shigellosis",2021,"European or Others",1,0
"Cryptosporidiosis",2021,"European or Others",555,18
"Haemophilus influenzae type b",2021,"European or Others",2,0.1
"Giardiasis",2021,"European or Others",832,27
"Tetanus",2021,"European or Others",1,0
"Salmonellosis",2021,"European or Others",493,16
"Hydatid disease",2021,"European or Others",1,0
"Pertussis",2021,"European or Others",28,0.9
"Hepatitis C",2021,"European or Others",25,0.8
"Q fever",2021,"European or Others",0,0
"Invasive pneumococcal disease",2021,"European or Others",217,7
"Taeniasis",2021,"European or Others",0,0
"Listeriosis",2021,"European or Others",18,0.6
"Hepatitis B",2021,"European or Others",2,0.1
"Acute gastroenteritis",2021,"European or Others",150,4.9
"Hepatitis A",2021,"European or Others",2,0.1
"Rabies and other lyssaviruses",2021,"European or Others",0,0
"Arboviral diseases",2021,"European or Others",4,0.1
"Rickettsial disease",2021,"European or Others",1,0
"Leptospirosis",2021,"European or Others",58,1.9
"Campylobacteriosis",2021,"European or Others",4477,145.3
"Toxic shellfish poisoning",2021,"European or Others",3,0.1
"Trichinosis",2021,"European or Others",0,0
"Tuberculosis disease",2021,"European or Others",17,0.6
"Meningoencephalitis - primary amoebic",2021,"European or Others",0,0
"Rheumatic fever",2021,"European or Others",0,0
"Mpox",2021,"European or Others",0,0
"Hepatitis A",2022,"Māori",4,0.5
"Legionellosis",2022,"Māori",26,3.1
"Malaria",2022,"Māori",1,0.1
"Hydatid disease",2022,"Māori",0,0
"Shigellosis",2022,"Māori",4,0.5
"Rubella",2022,"Māori",0,0
"Cryptosporidiosis",2022,"Māori",94,11.1
"Mumps",2022,"Māori",0,0
"Arboviral diseases",2022,"Māori",1,0.1
"Cysticercosis",2022,"Māori",0,0
"Diphtheria",2022,"Māori",0,0
"VTEC/STEC infection",2022,"Māori",112,13.2
"Giardiasis",2022,"Māori",88,10.4
"Rabies and other lyssaviruses",2022,"Māori",0,0
"Trichinosis",2022,"Māori",0,0
"Acute gastroenteritis",2022,"Māori",58,6.9
"Hepatitis C",2022,"Māori",4,0.5
"Typhoid fever",2022,"Māori",0,0
"Haemophilus influenzae type b",2022,"Māori",0,0
"Paratyphoid fever",2022,"Māori",0,0
"Leptospirosis",2022,"Māori",24,2.8
"Listeriosis",2022,"Māori",9,1.1
"Leprosy",2022,"Māori",0,0
"Poliomyelitis",2022,"Māori",0,0
"Q fever",2022,"Māori",0,0
"Invasive pneumococcal disease",2022,"Māori",209,24.7
"Toxic shellfish poisoning",2022,"Māori",0,0
"Hepatitis B",2022,"Māori",0,0
"Brucellosis",2022,"Māori",0,0
"Tetanus",2022,"Māori",0,0
"Hepatitis NOS",2022,"Māori",0,0
"Cholera",2022,"Māori",0,0
"Meningococcal disease",2022,"Māori",34,4
"Measles",2022,"Māori",0,0
"Salmonellosis",2022,"Māori",105,12.4
"Pertussis",2022,"Māori",3,0.4
"Mpox",2022,"Māori",6,0.7
"Rickettsial disease",2022,"Māori",0,0
"Meningoencephalitis - primary amoebic",2022,"Māori",0,0
"Tuberculosis disease",2022,"Māori",23,2.7
"Taeniasis",2022,"Māori",0,0
"Campylobacteriosis",2022,"Māori",649,76.7
"Yersiniosis",2022,"Māori",150,17.7
"Rheumatic fever",2022,"Māori",52,6.1
"Pertussis",2022,"Pacific",0,0
"Hepatitis B",2022,"Pacific",5,1.5
"Shigellosis",2022,"Pacific",5,1.5
"Malaria",2022,"Pacific",3,0.9
"Leptospirosis",2022,"Pacific",4,1.2
"Cysticercosis",2022,"Pacific",0,0
"Mumps",2022,"Pacific",0,0
"VTEC/STEC infection",2022,"Pacific",24,7.1
"Invasive pneumococcal disease",2022,"Pacific",109,32.1
"Q fever",2022,"Pacific",0,0
"Mpox",2022,"Pacific",3,0.9
"Trichinosis",2022,"Pacific",0,0
"Hepatitis C",2022,"Pacific",0,0
"Hepatitis A",2022,"Pacific",1,0.3
"Acute gastroenteritis",2022,"Pacific",23,6.8
"Legionellosis",2022,"Pacific",12,3.5
"Meningococcal disease",2022,"Pacific",10,2.9
"Paratyphoid fever",2022,"Pacific",0,0
"Rubella",2022,"Pacific",0,0
"Hydatid disease",2022,"Pacific",0,0
"Rheumatic fever",2022,"Pacific",26,7.7
"Poliomyelitis",2022,"Pacific",0,0
"Tuberculosis disease",2022,"Pacific",21,6.2
"Toxic shellfish poisoning",2022,"Pacific",1,0.3
"Brucellosis",2022,"Pacific",0,0
"Arboviral diseases",2022,"Pacific",1,0.3
"Hepatitis NOS",2022,"Pacific",1,0.3
"Cholera",2022,"Pacific",0,0
"Typhoid fever",2022,"Pacific",8,2.4
"Giardiasis",2022,"Pacific",9,2.7
"Yersiniosis",2022,"Pacific",60,17.7
"Measles",2022,"Pacific",0,0
"Diphtheria",2022,"Pacific",0,0
"Listeriosis",2022,"Pacific",3,0.9
"Leprosy",2022,"Pacific",3,0.9
"Campylobacteriosis",2022,"Pacific",188,55.4
"Rickettsial disease",2022,"Pacific",0,0
"Rabies and other lyssaviruses",2022,"Pacific",0,0
"Taeniasis",2022,"Pacific",0,0
"Tetanus",2022,"Pacific",0,0
"Cryptosporidiosis",2022,"Pacific",9,2.7
"Haemophilus influenzae type b",2022,"Pacific",0,0
"Salmonellosis",2022,"Pacific",32,9.4
"Meningoencephalitis - primary amoebic",2022,"Pacific",0,0
"Poliomyelitis",2022,"Asian",0,0
"Shigellosis",2022,"Asian",15,2
"Hepatitis NOS",2022,"Asian",1,0.1
"VTEC/STEC infection",2022,"Asian",62,8.1
"Legionellosis",2022,"Asian",16,2.1
"Q fever",2022,"Asian",0,0
"Pertussis",2022,"Asian",2,0.3
"Brucellosis",2022,"Asian",1,0.1
"Rheumatic fever",2022,"Asian",0,0
"Tetanus",2022,"Asian",0,0
"Cholera",2022,"Asian",1,0.1
"Malaria",2022,"Asian",2,0.3
"Haemophilus influenzae type b",2022,"Asian",0,0
"Meningococcal disease",2022,"Asian",4,0.5
"Rubella",2022,"Asian",0,0
"Cysticercosis",2022,"Asian",0,0
"Hydatid disease",2022,"Asian",1,0.1
"Mumps",2022,"Asian",0,0
"Tuberculosis disease",2022,"Asian",192,25.1
"Hepatitis B",2022,"Asian",2,0.3
"Invasive pneumococcal disease",2022,"Asian",37,4.8
"Taeniasis",2022,"Asian",2,0.3
"Arboviral diseases",2022,"Asian",21,2.7
"Hepatitis C",2022,"Asian",1,0.1
"Acute gastroenteritis",2022,"Asian",25,3.3
"Hepatitis A",2022,"Asian",18,2.4
"Giardiasis",2022,"Asian",49,6.4
"Typhoid fever",2022,"Asian",22,2.9
"Diphtheria",2022,"Asian",0,0
"Leptospirosis",2022,"Asian",1,0.1
"Listeriosis",2022,"Asian",8,1
"Leprosy",2022,"Asian",0,0
"Toxic shellfish poisoning",2022,"Asian",1,0.1
