"Disease","Report Year","Age Group (year)","Case Count","Case rate per 100,000"
"Campylobacteriosis",2009,"75–79",170,168.7
"Cryptosporidiosis",2009,"75–79",2,2
"Taeniasis",2009,"75–79",0,0
"Mpox",2009,"75–79",0,0
"Leptospirosis",2009,"75–79",0,0
"Malaria",2009,"75–79",1,1
"Rickettsial disease",2009,"75–79",0,0
"Rabies and other lyssaviruses",2009,"75–79",0,0
"Tetanus",2009,"75–79",0,0
"Trichinosis",2009,"75–79",0,0
"Meningococcal disease",2009,"75–79",2,2
"Brucellosis",2009,"75–79",0,0
"Cholera",2009,"75–79",0,0
"Listeriosis",2009,"75–79",3,3
"Typhoid fever",2009,"75–79",0,0
"Q fever",2009,"75–79",0,0
"Hepatitis A",2009,"75–79",0,0
"Hepatitis C",2009,"75–79",0,0
"Legionellosis",2009,"75–79",8,7.9
"Paratyphoid fever",2009,"75–79",1,1
"Acute gastroenteritis",2009,"75–79",24,23.8
"Hepatitis NOS",2009,"75–79",0,0
"Mumps",2009,"75–79",0,0
"Leprosy",2009,"75–79",0,0
"Rheumatic fever",2009,"75–79",0,0
"Toxic shellfish poisoning",2009,"75–79",0,0
"Haemophilus influenzae type b",2009,"75–79",0,0
"Invasive pneumococcal disease",2009,"75–79",46,45.6
"Diphtheria",2009,"75–79",0,0
"Salmonellosis",2009,"75–79",24,23.8
"Shigellosis",2009,"75–79",2,2
"Hydatid disease",2009,"75–79",0,0
"Rubella",2009,"75–79",0,0
"Giardiasis",2009,"75–79",6,6
"Meningoencephalitis - primary amoebic",2009,"75–79",0,0
"Measles",2009,"75–79",0,0
"Hepatitis B",2009,"75–79",0,0
"Tuberculosis disease",2009,"80–84",3,4
"Yersiniosis",2009,"80–84",5,6.6
"VTEC/STEC infection",2009,"80–84",1,1.3
"Campylobacteriosis",2009,"80–84",103,135.7
"Cryptosporidiosis",2009,"80–84",2,2.6
"Brucellosis",2009,"80–84",0,0
"Hepatitis A",2009,"80–84",0,0
"Cysticercosis",2009,"80–84",0,0
"Arboviral diseases",2009,"80–84",0,0
"Haemophilus influenzae type b",2009,"80–84",0,0
"Acute gastroenteritis",2009,"80–84",35,46.1
"Hepatitis NOS",2009,"80–84",0,0
"Malaria",2009,"80–84",0,0
"Paratyphoid fever",2009,"80–84",0,0
"Poliomyelitis",2009,"80–84",0,0
"Taeniasis",2009,"80–84",0,0
"Cholera",2009,"80–84",0,0
"Leptospirosis",2009,"80–84",0,0
"Diphtheria",2009,"80–84",0,0
"Q fever",2009,"80–84",0,0
"Tetanus",2009,"80–84",0,0
"Listeriosis",2009,"80–84",1,1.3
"Measles",2009,"80–84",0,0
"Mpox",2009,"80–84",0,0
"Rabies and other lyssaviruses",2009,"80–84",0,0
"Rickettsial disease",2009,"80–84",0,0
"Leprosy",2009,"80–84",0,0
"Trichinosis",2009,"80–84",0,0
"Invasive pneumococcal disease",2009,"80–84",45,59.3
"Mumps",2009,"80–84",0,0
"Toxic shellfish poisoning",2009,"80–84",0,0
"Giardiasis",2009,"80–84",5,6.6
"Salmonellosis",2009,"80–84",13,17.1
"Hepatitis C",2009,"80–84",0,0
"Legionellosis",2009,"80–84",6,7.9
"Hepatitis B",2009,"80–84",0,0
"Rheumatic fever",2009,"80–84",0,0
"Pertussis",2009,"80–84",5,6.6
"Typhoid fever",2009,"80–84",0,0
"Hydatid disease",2009,"80–84",0,0
"Shigellosis",2009,"80–84",0,0
"Meningococcal disease",2009,"80–84",0,0
"Rubella",2009,"80–84",0,0
"Meningoencephalitis - primary amoebic",2009,"80–84",0,0
"Rabies and other lyssaviruses",2009,"85+",0,0
"Rickettsial disease",2009,"85+",0,0
"Cysticercosis",2009,"85+",0,0
"Mumps",2009,"85+",0,0
"VTEC/STEC infection",2009,"85+",0,0
"Tetanus",2009,"85+",1,1.6
"Mpox",2009,"85+",0,0
"Yersiniosis",2009,"85+",9,14.1
"Tuberculosis disease",2009,"85+",11,17.2
"Leptospirosis",2009,"85+",0,0
"Salmonellosis",2009,"85+",7,10.9
"Poliomyelitis",2009,"85+",0,0
"Legionellosis",2009,"85+",1,1.6
"Taeniasis",2009,"85+",0,0
"Diphtheria",2009,"85+",0,0
"Q fever",2009,"85+",0,0
"Arboviral diseases",2009,"85+",0,0
"Paratyphoid fever",2009,"85+",0,0
"Measles",2009,"85+",0,0
"Campylobacteriosis",2009,"85+",91,142.1
"Acute gastroenteritis",2009,"85+",95,148.4
"Hydatid disease",2009,"85+",0,0
"Cholera",2009,"85+",0,0
"Pertussis",2009,"85+",4,6.2
"Trichinosis",2009,"85+",0,0
"Malaria",2009,"85+",0,0
"Toxic shellfish poisoning",2009,"85+",0,0
"Shigellosis",2009,"85+",2,3.1
"Listeriosis",2009,"85+",1,1.6
"Typhoid fever",2009,"85+",0,0
"Invasive pneumococcal disease",2009,"85+",52,81.2
"Leprosy",2009,"85+",0,0
"Haemophilus influenzae type b",2009,"85+",0,0
"Hepatitis C",2009,"85+",0,0
"Cryptosporidiosis",2009,"85+",1,1.6
"Hepatitis B",2009,"85+",0,0
"Hepatitis A",2009,"85+",0,0
"Hepatitis NOS",2009,"85+",0,0
"Meningococcal disease",2009,"85+",0,0
"Giardiasis",2009,"85+",3,4.7
"Rubella",2009,"85+",0,0
"Brucellosis",2009,"85+",0,0
"Rheumatic fever",2009,"85+",0,0
"Meningoencephalitis - primary amoebic",2009,"85+",0,0
"Paratyphoid fever",2009,"5–9",0,0
"Diphtheria",2009,"5–9",0,0
"Tuberculosis disease",2009,"5–9",6,2.2
"Invasive pneumococcal disease",2009,"5–9",33,11.8
"Cryptosporidiosis",2009,"5–9",102,36.6
"Leptospirosis",2009,"5–9",0,0
"Typhoid fever",2009,"5–9",3,1.1
"Hepatitis NOS",2009,"5–9",0,0
"Campylobacteriosis",2009,"5–9",369,132.3
"Cysticercosis",2009,"5–9",0,0
"Toxic shellfish poisoning",2009,"5–9",0,0
"Hydatid disease",2009,"5–9",0,0
"Hepatitis B",2009,"5–9",0,0
"Giardiasis",2009,"5–9",126,45.2
"Malaria",2009,"5–9",5,1.8
"Listeriosis",2009,"5–9",0,0
"Shigellosis",2009,"5–9",8,2.9
"Acute gastroenteritis",2009,"5–9",7,2.5
"Tetanus",2009,"5–9",0,0
"Measles",2009,"5–9",31,11.1
"Salmonellosis",2009,"5–9",68,24.4
"Mumps",2009,"5–9",17,6.1
"Leprosy",2009,"5–9",0,0
"Meningococcal disease",2009,"5–9",10,3.6
"Pertussis",2009,"5–9",146,52.4
"Rubella",2009,"5–9",0,0
"Meningoencephalitis - primary amoebic",2009,"5–9",0,0
"Mpox",2009,"5–9",0,0
"Trichinosis",2009,"5–9",0,0
"Hepatitis A",2009,"5–9",4,1.4
"Hepatitis C",2009,"5–9",0,0
"Legionellosis",2009,"5–9",1,0.4
"Rabies and other lyssaviruses",2009,"5–9",0,0
"Q fever",2009,"5–9",0,0
"Rheumatic fever",2009,"5–9",37,13.3
"Yersiniosis",2009,"5–9",19,6.8
"Cholera",2009,"5–9",0,0
"Poliomyelitis",2009,"5–9",0,0
"Taeniasis",2009,"5–9",0,0
"Brucellosis",2009,"5–9",0,0
"VTEC/STEC infection",2009,"5–9",15,5.4
"Rickettsial disease",2009,"5–9",0,0
"Arboviral diseases",2009,"5–9",2,0.7
"Haemophilus influenzae type b",2009,"5–9",0,0
"Listeriosis",2009,"10–14",1,0.3
"Tuberculosis disease",2009,"10–14",3,1
"VTEC/STEC infection",2009,"10–14",3,1
"Malaria",2009,"10–14",5,1.7
"Invasive pneumococcal disease",2009,"10–14",25,8.7
"Acute gastroenteritis",2009,"10–14",12,4.2
"Meningococcal disease",2009,"10–14",4,1.4
"Toxic shellfish poisoning",2009,"10–14",0,0
"Mumps",2009,"10–14",7,2.4
"Leprosy",2009,"10–14",0,0
"Giardiasis",2009,"10–14",55,19.1
"Haemophilus influenzae type b",2009,"10–14",0,0
"Mpox",2009,"10–14",0,0
"Hydatid disease",2009,"10–14",0,0
"Hepatitis C",2009,"10–14",0,0
"Paratyphoid fever",2009,"10–14",0,0
"Leptospirosis",2009,"10–14",0,0
"Rickettsial disease",2009,"10–14",0,0
"Trichinosis",2009,"10–14",0,0
"Hepatitis NOS",2009,"10–14",0,0
"Salmonellosis",2009,"10–14",38,13.2
"Hepatitis B",2009,"10–14",0,0
"Diphtheria",2009,"10–14",0,0
"Meningoencephalitis - primary amoebic",2009,"10–14",0,0
"Cysticercosis",2009,"10–14",0,0
"Cholera",2009,"10–14",0,0
"Shigellosis",2009,"10–14",4,1.4
"Cryptosporidiosis",2009,"10–14",69,24
"Tetanus",2009,"10–14",0,0
"Rheumatic fever",2009,"10–14",68,23.6
"Q fever",2009,"10–14",0,0
"Campylobacteriosis",2009,"10–14",325,112.8
"Rabies and other lyssaviruses",2009,"10–14",0,0
"Legionellosis",2009,"10–14",0,0
"Poliomyelitis",2009,"10–14",0,0
"Measles",2009,"10–14",53,18.4
"Taeniasis",2009,"10–14",0,0
"Arboviral diseases",2009,"10–14",2,0.7
"Yersiniosis",2009,"10–14",14,4.9
"Rubella",2009,"10–14",0,0
"Hepatitis A",2009,"10–14",6,2.1
"Brucellosis",2009,"10–14",0,0
"Pertussis",2009,"10–14",103,35.8
"Typhoid fever",2009,"10–14",2,0.7
"Acute gastroenteritis",2009,"15–19",18,5.8
"Paratyphoid fever",2009,"15–19",2,0.6
"Leprosy",2009,"15–19",1,0.3
"Meningococcal disease",2009,"15–19",21,6.7
"Salmonellosis",2009,"15–19",60,19.3
"Hydatid disease",2009,"15–19",0,0
"Hepatitis C",2009,"15–19",2,0.6
"Hepatitis B",2009,"15–19",1,0.3
"Malaria",2009,"15–19",4,1.3
"VTEC/STEC infection",2009,"15–19",9,2.9
"Hepatitis NOS",2009,"15–19",0,0
"Legionellosis",2009,"15–19",1,0.3
"Tuberculosis disease",2009,"15–19",15,4.8
"Campylobacteriosis",2009,"15–19",495,159
"Leptospirosis",2009,"15–19",1,0.3
"Rabies and other lyssaviruses",2009,"15–19",0,0
"Trichinosis",2009,"15–19",0,0
"Toxic shellfish poisoning",2009,"15–19",0,0
"Listeriosis",2009,"15–19",2,0.6
"Invasive pneumococcal disease",2009,"15–19",28,9
"Haemophilus influenzae type b",2009,"15–19",0,0
"Cholera",2009,"15–19",0,0
"Shigellosis",2009,"15–19",4,1.3
"Mpox",2009,"15–19",0,0
"Brucellosis",2009,"15–19",0,0
"Mumps",2009,"15–19",4,1.3
"Rickettsial disease",2009,"15–19",1,0.3
"Pertussis",2009,"15–19",120,38.6
"Typhoid fever",2009,"15–19",5,1.6
"Cysticercosis",2009,"15–19",0,0
"Poliomyelitis",2009,"15–19",0,0
"Diphtheria",2009,"15–19",0,0
"Meningoencephalitis - primary amoebic",2009,"15–19",0,0
"Giardiasis",2009,"15–19",23,7.4
"Arboviral diseases",2009,"15–19",6,1.9
"Tetanus",2009,"15–19",0,0
"Rubella",2009,"15–19",0,0
"Taeniasis",2009,"15–19",0,0
"Hepatitis A",2009,"15–19",3,1
"Rheumatic fever",2009,"15–19",16,5.1
"Cryptosporidiosis",2009,"15–19",44,14.1
"Measles",2009,"15–19",36,11.6
"Yersiniosis",2009,"15–19",17,5.5
"Q fever",2009,"15–19",0,0
"Leptospirosis",2009,"20–24",3,1
"Salmonellosis",2009,"20–24",71,24.5
"Hydatid disease",2009,"20–24",0,0
"Hepatitis NOS",2009,"20–24",1,0.3
"Meningococcal disease",2009,"20–24",6,2.1
"Leprosy",2009,"20–24",0,0
"VTEC/STEC infection",2009,"20–24",6,2.1
"Mpox",2009,"20–24",0,0
"Paratyphoid fever",2009,"20–24",5,1.7
"Pertussis",2009,"20–24",62,21.4
"Cryptosporidiosis",2009,"20–24",45,15.5
"Typhoid fever",2009,"20–24",9,3.1
"Rabies and other lyssaviruses",2009,"20–24",0,0
"Trichinosis",2009,"20–24",0,0
"Mumps",2009,"20–24",0,0
"Invasive pneumococcal disease",2009,"20–24",25,8.6
"Hepatitis B",2009,"20–24",8,2.8
"Haemophilus influenzae type b",2009,"20–24",0,0
"Cysticercosis",2009,"20–24",0,0
"Shigellosis",2009,"20–24",7,2.4
"Giardiasis",2009,"20–24",66,22.8
"Malaria",2009,"20–24",11,3.8
"Hepatitis C",2009,"20–24",3,1
"Tuberculosis disease",2009,"20–24",23,7.9
"Q fever",2009,"20–24",0,0
"Rickettsial disease",2009,"20–24",0,0
"Taeniasis",2009,"20–24",0,0
"Poliomyelitis",2009,"20–24",0,0
"Acute gastroenteritis",2009,"20–24",32,11.1
"Listeriosis",2009,"20–24",0,0
"Cholera",2009,"20–24",0,0
"Legionellosis",2009,"20–24",0,0
"Measles",2009,"20–24",9,3.1
"Rubella",2009,"20–24",0,0
"Campylobacteriosis",2009,"20–24",694,239.7
"Rheumatic fever",2009,"20–24",12,4.1
"Yersiniosis",2009,"20–24",17,5.9
"Tetanus",2009,"20–24",0,0
"Hepatitis A",2009,"20–24",2,0.7
"Toxic shellfish poisoning",2009,"20–24",0,0
"Brucellosis",2009,"20–24",0,0
"Meningoencephalitis - primary amoebic",2009,"20–24",0,0
"Diphtheria",2009,"20–24",0,0
"Arboviral diseases",2009,"20–24",12,4.1
"VTEC/STEC infection",2009,"25–29",6,2.2
"Hydatid disease",2009,"25–29",0,0
"Paratyphoid fever",2009,"25–29",3,1.1
"Leprosy",2009,"25–29",1,0.4
"Meningococcal disease",2009,"25–29",2,0.7
"Salmonellosis",2009,"25–29",72,27
"Cryptosporidiosis",2009,"25–29",48,18
"Rickettsial disease",2009,"25–29",0,0
"Pertussis",2009,"25–29",50,18.7
"Measles",2009,"25–29",3,1.1
"Hepatitis NOS",2009,"25–29",0,0
"Tuberculosis disease",2009,"25–29",41,15.4
"Listeriosis",2009,"25–29",5,1.9
"Leptospirosis",2009,"25–29",5,1.9
"Taeniasis",2009,"25–29",1,0.4
"Acute gastroenteritis",2009,"25–29",35,13.1
"Mpox",2009,"25–29",0,0
"Malaria",2009,"25–29",6,2.2
"Hepatitis A",2009,"25–29",4,1.5
"Hepatitis C",2009,"25–29",6,2.2
"Q fever",2009,"25–29",0,0
"Diphtheria",2009,"25–29",0,0
"Typhoid fever",2009,"25–29",2,0.7
"Trichinosis",2009,"25–29",0,0
"Mumps",2009,"25–29",2,0.7
"Tetanus",2009,"25–29",0,0
"Invasive pneumococcal disease",2009,"25–29",19,7.1
"Rheumatic fever",2009,"25–29",5,1.9
"Meningoencephalitis - primary amoebic",2009,"25–29",0,0
"Poliomyelitis",2009,"25–29",0,0
"Shigellosis",2009,"25–29",18,6.7
"Giardiasis",2009,"25–29",87,32.6
"Legionellosis",2009,"25–29",1,0.4
"Campylobacteriosis",2009,"25–29",569,213.1
"Hepatitis B",2009,"25–29",7,2.6
"Toxic shellfish poisoning",2009,"25–29",0,0
"Rabies and other lyssaviruses",2009,"25–29",0,0
"Cholera",2009,"25–29",0,0
"Brucellosis",2009,"25–29",0,0
"Haemophilus influenzae type b",2009,"25–29",0,0
"Arboviral diseases",2009,"25–29",13,4.9
"Yersiniosis",2009,"25–29",23,8.6
"Rubella",2009,"25–29",1,0.4
"Cysticercosis",2009,"25–29",0,0
"Cryptosporidiosis",2009,"30–34",62,24.1
"Paratyphoid fever",2009,"30–34",3,1.2
"Meningococcal disease",2009,"30–34",1,0.4
"Leprosy",2009,"30–34",0,0
"Pertussis",2009,"30–34",68,26.4
"Hepatitis NOS",2009,"30–34",0,0
"Hydatid disease",2009,"30–34",0,0
"Legionellosis",2009,"30–34",4,1.6
"Acute gastroenteritis",2009,"30–34",26,10.1
"Malaria",2009,"30–34",4,1.6
"VTEC/STEC infection",2009,"30–34",5,1.9
"Mumps",2009,"30–34",3,1.2
"Hepatitis B",2009,"30–34",5,1.9
"Rickettsial disease",2009,"30–34",0,0
"Leptospirosis",2009,"30–34",8,3.1
"Measles",2009,"30–34",7,2.7
"Brucellosis",2009,"30–34",0,0
"Tuberculosis disease",2009,"30–34",21,8.2
"Shigellosis",2009,"30–34",7,2.7
"Typhoid fever",2009,"30–34",5,1.9
"Rabies and other lyssaviruses",2009,"30–34",0,0
"Trichinosis",2009,"30–34",0,0
"Q fever",2009,"30–34",0,0
"Campylobacteriosis",2009,"30–34",410,159.2
"Meningoencephalitis - primary amoebic",2009,"30–34",0,0
"Haemophilus influenzae type b",2009,"30–34",0,0
"Listeriosis",2009,"30–34",3,1.2
"Cholera",2009,"30–34",0,0
"Diphtheria",2009,"30–34",0,0
"Hepatitis A",2009,"30–34",1,0.4
"Hepatitis C",2009,"30–34",8,3.1
"Salmonellosis",2009,"30–34",66,25.6
"Toxic shellfish poisoning",2009,"30–34",0,0
"Rheumatic fever",2009,"30–34",1,0.4
"Invasive pneumococcal disease",2009,"30–34",34,13.2
"Mpox",2009,"30–34",0,0
"Yersiniosis",2009,"30–34",20,7.8
"Rubella",2009,"30–34",0,0
"Giardiasis",2009,"30–34",141,54.8
"Tetanus",2009,"30–34",0,0
"Taeniasis",2009,"30–34",0,0
"Arboviral diseases",2009,"30–34",12,4.7
"Poliomyelitis",2009,"30–34",0,0
"Cysticercosis",2009,"30–34",0,0
"Hydatid disease",2009,"35–39",0,0
"Leprosy",2009,"35–39",0,0
"Rickettsial disease",2009,"35–39",0,0
"Mpox",2009,"35–39",0,0
"Legionellosis",2009,"35–39",2,0.7
"Pertussis",2009,"35–39",112,37.9
"Hepatitis NOS",2009,"35–39",0,0
"Q fever",2009,"35–39",0,0
"Leptospirosis",2009,"35–39",9,3
"Acute gastroenteritis",2009,"35–39",38,12.9
"Paratyphoid fever",2009,"35–39",3,1
"Measles",2009,"35–39",6,2
"Listeriosis",2009,"35–39",1,0.3
"Brucellosis",2009,"35–39",0,0
"Cryptosporidiosis",2009,"35–39",69,23.4
"Typhoid fever",2009,"35–39",1,0.3
"Shigellosis",2009,"35–39",10,3.4
"Mumps",2009,"35–39",4,1.4
"Meningococcal disease",2009,"35–39",3,1
"Salmonellosis",2009,"35–39",70,23.7
"Tetanus",2009,"35–39",0,0
"Poliomyelitis",2009,"35–39",0,0
"Invasive pneumococcal disease",2009,"35–39",36,12.2
"Malaria",2009,"35–39",1,0.3
"Diphtheria",2009,"35–39",0,0
"Hepatitis A",2009,"35–39",3,1
"Rheumatic fever",2009,"35–39",0,0
"Hepatitis C",2009,"35–39",4,1.4
"Tuberculosis disease",2009,"35–39",31,10.5
"Campylobacteriosis",2009,"35–39",428,144.9
"Giardiasis",2009,"35–39",232,78.5
"Trichinosis",2009,"35–39",0,0
"VTEC/STEC infection",2009,"35–39",3,1
"Rubella",2009,"35–39",0,0
"Meningoencephalitis - primary amoebic",2009,"35–39",0,0
"Haemophilus influenzae type b",2009,"35–39",2,0.7
"Toxic shellfish poisoning",2009,"35–39",0,0
"Rabies and other lyssaviruses",2009,"35–39",0,0
"Arboviral diseases",2009,"35–39",12,4.1
"Yersiniosis",2009,"35–39",22,7.4
"Hepatitis B",2009,"35–39",2,0.7
"Cholera",2009,"35–39",0,0
"Cysticercosis",2009,"35–39",0,0
"Taeniasis",2009,"35–39",2,0.7
"Haemophilus influenzae type b",2009,"40–44",2,0.7
"Paratyphoid fever",2009,"40–44",3,1
"Rickettsial disease",2009,"40–44",2,0.7
"Measles",2009,"40–44",1,0.3
"Diphtheria",2009,"40–44",1,0.3
"Hydatid disease",2009,"40–44",0,0
"Acute gastroenteritis",2009,"40–44",35,11.7
"Giardiasis",2009,"40–44",145,48.3
"Q fever",2009,"40–44",0,0
"Shigellosis",2009,"40–44",10,3.3
"Brucellosis",2009,"40–44",0,0
"Hepatitis A",2009,"40–44",4,1.3
"Cholera",2009,"40–44",0,0
"Invasive pneumococcal disease",2009,"40–44",31,10.3
"Malaria",2009,"40–44",2,0.7
"Rubella",2009,"40–44",0,0
"Typhoid fever",2009,"40–44",4,1.3
"Hepatitis NOS",2009,"40–44",0,0
"Salmonellosis",2009,"40–44",59,19.7
"Pertussis",2009,"40–44",106,35.3
"Leprosy",2009,"40–44",1,0.3
"Meningococcal disease",2009,"40–44",7,2.3
"Poliomyelitis",2009,"40–44",0,0
"Trichinosis",2009,"40–44",0,0
"Toxic shellfish poisoning",2009,"40–44",0,0
"Cryptosporidiosis",2009,"40–44",35,11.7
"Arboviral diseases",2009,"40–44",17,5.7
"Yersiniosis",2009,"40–44",19,6.3
"Mpox",2009,"40–44",0,0
"Hepatitis C",2009,"40–44",3,1
"Rheumatic fever",2009,"40–44",0,0
"Cysticercosis",2009,"40–44",0,0
"Mumps",2009,"40–44",3,1
"Meningoencephalitis - primary amoebic",2009,"40–44",0,0
"Taeniasis",2009,"40–44",0,0
"Campylobacteriosis",2009,"40–44",450,150
"Tuberculosis disease",2009,"40–44",25,8.3
"Listeriosis",2009,"40–44",0,0
"Rabies and other lyssaviruses",2009,"40–44",0,0
"VTEC/STEC infection",2009,"40–44",2,0.7
"Leptospirosis",2009,"40–44",11,3.7
"Tetanus",2009,"40–44",0,0
"Hepatitis B",2009,"40–44",7,2.3
"Legionellosis",2009,"40–44",4,1.3
"Taeniasis",2010,"0–4",0,0
"Yersiniosis",2010,"0–4",152,50.4
"Typhoid fever",2010,"0–4",5,1.7
"VTEC/STEC infection",2010,"0–4",73,24.2
"Acute gastroenteritis",2010,"0–4",119,39.5
"Invasive pneumococcal disease",2010,"0–4",65,21.6
"Tuberculosis disease",2010,"0–4",3,1
"Cholera",2010,"0–4",0,0
"Arboviral diseases",2010,"0–4",0,0
"Leptospirosis",2010,"0–4",0,0
"Salmonellosis",2010,"0–4",272,90.2
"Diphtheria",2010,"0–4",0,0
"Cryptosporidiosis",2010,"0–4",320,106.2
"Leprosy",2010,"0–4",0,0
"Brucellosis",2010,"0–4",0,0
"Hepatitis B",2010,"0–4",1,0.3
"Mpox",2010,"0–4",0,0
"Listeriosis",2010,"0–4",2,0.7
"Hydatid disease",2010,"0–4",0,0
"Tetanus",2010,"0–4",1,0.3
"Hepatitis C",2010,"0–4",1,0.3
"Malaria",2010,"0–4",2,0.7
"Legionellosis",2010,"0–4",1,0.3
"Giardiasis",2010,"0–4",422,140
"Trichinosis",2010,"0–4",0,0
"Toxic shellfish poisoning",2010,"0–4",0,0
"Shigellosis",2010,"0–4",13,4.3
"Poliomyelitis",2010,"0–4",0,0
"Paratyphoid fever",2010,"0–4",0,0
"Campylobacteriosis",2010,"0–4",958,317.8
"Cysticercosis",2010,"0–4",0,0
"Rubella",2010,"0–4",3,1
"Rickettsial disease",2010,"0–4",0,0
"Pertussis",2010,"0–4",205,68
"Haemophilus influenzae type b",2010,"0–4",5,1.7
"Meningococcal disease",2010,"0–4",50,16.6
"Rheumatic fever",2010,"0–4",0,0
"Hepatitis NOS",2010,"0–4",0,0
"Q fever",2010,"0–4",0,0
"Measles",2010,"0–4",12,4
"Rabies and other lyssaviruses",2010,"0–4",0,0
"Hepatitis A",2010,"0–4",0,0
"Meningoencephalitis - primary amoebic",2010,"0–4",0,0
"Mumps",2010,"0–4",15,5
"Leptospirosis",2010,"45–49",10,3.2
"Meningococcal disease",2010,"45–49",3,1
"Hepatitis NOS",2010,"45–49",0,0
"Malaria",2010,"45–49",3,1
"VTEC/STEC infection",2010,"45–49",3,1
"Measles",2010,"45–49",0,0
"Paratyphoid fever",2010,"45–49",2,0.6
"Rubella",2010,"45–49",0,0
"Mumps",2010,"45–49",1,0.3
"Mpox",2010,"45–49",0,0
"Haemophilus influenzae type b",2010,"45–49",0,0
"Tuberculosis disease",2010,"45–49",23,7.4
"Invasive pneumococcal disease",2010,"45–49",29,9.4
"Campylobacteriosis",2010,"45–49",476,153.6
"Leprosy",2010,"45–49",1,0.3
"Salmonellosis",2010,"45–49",58,18.7
"Rheumatic fever",2010,"45–49",0,0
"Meningoencephalitis - primary amoebic",2010,"45–49",0,0
"Listeriosis",2010,"45–49",0,0
"Q fever",2010,"45–49",0,0
"Arboviral diseases",2010,"45–49",5,1.6
"Rickettsial disease",2010,"45–49",4,1.3
"Hepatitis A",2010,"45–49",3,1
"Typhoid fever",2010,"45–49",1,0.3
"Toxic shellfish poisoning",2010,"45–49",1,0.3
"Rabies and other lyssaviruses",2010,"45–49",0,0
"Hydatid disease",2010,"45–49",0,0
"Yersiniosis",2010,"45–49",22,7.1
"Cryptosporidiosis",2010,"45–49",31,10
"Cholera",2010,"45–49",0,0
"Trichinosis",2010,"45–49",0,0
"Brucellosis",2010,"45–49",0,0
"Giardiasis",2010,"45–49",111,35.8
"Acute gastroenteritis",2010,"45–49",24,7.7
"Shigellosis",2010,"45–49",8,2.6
"Legionellosis",2010,"45–49",12,3.9
"Cysticercosis",2010,"45–49",0,0
"Hepatitis B",2010,"45–49",3,1
"Poliomyelitis",2010,"45–49",0,0
"Diphtheria",2010,"45–49",0,0
"Hepatitis C",2010,"45–49",1,0.3
"Taeniasis",2010,"45–49",0,0
"Tetanus",2010,"45–49",0,0
"Pertussis",2010,"45–49",59,19
"Leprosy",2010,"50–54",0,0
"Hepatitis NOS",2010,"50–54",0,0
"Mumps",2010,"50–54",1,0.4
"Campylobacteriosis",2010,"50–54",457,163.2
"Meningoencephalitis - primary amoebic",2010,"50–54",0,0
"Meningococcal disease",2010,"50–54",2,0.7
"Hydatid disease",2010,"50–54",0,0
"Rubella",2010,"50–54",0,0
"Measles",2010,"50–54",0,0
"Leptospirosis",2010,"50–54",7,2.5
"Haemophilus influenzae type b",2010,"50–54",0,0
"Tetanus",2010,"50–54",0,0
"Paratyphoid fever",2010,"50–54",2,0.7
"Shigellosis",2010,"50–54",4,1.4
"Mpox",2010,"50–54",0,0
"Listeriosis",2010,"50–54",1,0.4
"Salmonellosis",2010,"50–54",62,22.1
"Rheumatic fever",2010,"50–54",0,0
"Typhoid fever",2010,"50–54",0,0
"Hepatitis A",2010,"50–54",2,0.7
"Hepatitis C",2010,"50–54",0,0
"Q fever",2010,"50–54",0,0
