"Disease","Report Year","DHBName","Sex Group","Case Count","Case rate per 100,000"
"Legionellosis",2008,"Nelson Marlborough","Female",2,3
"Cholera",2008,"Nelson Marlborough","Female",0,0
"Rickettsial disease",2008,"Nelson Marlborough","Female",0,0
"Poliomyelitis",2008,"Nelson Marlborough","Female",0,0
"Toxic shellfish poisoning",2008,"Nelson Marlborough","Female",0,0
"Typhoid fever",2008,"Nelson Marlborough","Female",0,0
"Hepatitis B",2008,"Nelson Marlborough","Female",1,1.5
"Hepatitis C",2008,"Nelson Marlborough","Female",0,0
"Rheumatic fever",2008,"Nelson Marlborough","Female",0,0
"Diphtheria",2008,"Nelson Marlborough","Female",0,0
"Hepatitis NOS",2008,"Nelson Marlborough","Female",0,0
"Malaria",2008,"Nelson Marlborough","Female",0,0
"Acute gastroenteritis",2008,"Nelson Marlborough","Female",3,4.5
"Leprosy",2008,"Nelson Marlborough","Female",0,0
"Giardiasis",2008,"Nelson Marlborough","Female",28,42.1
"Hepatitis A",2008,"Nelson Marlborough","Female",0,0
"Cysticercosis",2008,"Canterbury","Male",0,0
"Yersiniosis",2008,"Canterbury","Male",43,18.2
"Shigellosis",2008,"Canterbury","Male",2,0.8
"Campylobacteriosis",2008,"Canterbury","Male",381,160.9
"Arboviral diseases",2008,"Canterbury","Male",11,4.6
"Meningococcal disease",2008,"Canterbury","Male",7,3
"Mumps",2008,"Canterbury","Male",3,1.3
"Q fever",2008,"Canterbury","Male",0,0
"Meningoencephalitis - primary amoebic",2008,"Canterbury","Male",0,0
"Measles",2008,"Canterbury","Male",6,2.5
"Cryptosporidiosis",2008,"Canterbury","Male",58,24.5
"Cholera",2008,"Canterbury","Male",0,0
"Invasive pneumococcal disease",2008,"Canterbury","Male",12,5.1
"Trichinosis",2008,"Canterbury","Male",0,0
"Rickettsial disease",2008,"Canterbury","Male",0,0
"Typhoid fever",2008,"Canterbury","Male",1,0.4
"Brucellosis",2008,"Canterbury","Male",0,0
"Tuberculosis disease",2008,"Canterbury","Male",12,5.1
"Toxic shellfish poisoning",2008,"Canterbury","Male",0,0
"Hydatid disease",2008,"Canterbury","Male",1,0.4
"Leptospirosis",2008,"Canterbury","Male",12,5.1
"Pertussis",2008,"Canterbury","Male",42,17.7
"Mpox",2008,"Canterbury","Male",0,0
"Legionellosis",2008,"Canterbury","Male",8,3.4
"Taeniasis",2008,"Canterbury","Male",0,0
"Tetanus",2008,"Canterbury","Male",0,0
"Hepatitis C",2008,"Canterbury","Male",1,0.4
"Acute gastroenteritis",2008,"Canterbury","Male",52,22
"VTEC/STEC infection",2008,"Canterbury","Male",9,3.8
"Haemophilus influenzae type b",2008,"Canterbury","Male",0,0
"Hepatitis B",2008,"Canterbury","Male",5,2.1
"Paratyphoid fever",2008,"Canterbury","Male",3,1.3
"Hepatitis NOS",2008,"Canterbury","Male",0,0
"Rheumatic fever",2008,"Canterbury","Male",0,0
"Poliomyelitis",2008,"Canterbury","Male",0,0
"Giardiasis",2008,"Canterbury","Male",98,41.4
"Listeriosis",2008,"Canterbury","Male",2,0.8
"Leprosy",2008,"Canterbury","Male",1,0.4
"Rubella",2008,"Canterbury","Male",1,0.4
"Rabies and other lyssaviruses",2008,"Canterbury","Male",0,0
"Salmonellosis",2008,"Canterbury","Male",97,41
"Hepatitis A",2008,"Canterbury","Male",3,1.3
"Malaria",2008,"Canterbury","Male",2,0.8
"Diphtheria",2008,"Canterbury","Male",0,0
"Cysticercosis",2008,"Canterbury","Female",0,0
"Typhoid fever",2008,"Canterbury","Female",0,0
"Yersiniosis",2008,"Canterbury","Female",53,21.5
"Meningococcal disease",2008,"Canterbury","Female",2,0.8
"Arboviral diseases",2008,"Canterbury","Female",3,1.2
"Toxic shellfish poisoning",2008,"Canterbury","Female",0,0
"Cholera",2008,"Canterbury","Female",0,0
"Poliomyelitis",2008,"Canterbury","Female",0,0
"Trichinosis",2008,"Canterbury","Female",0,0
"Measles",2008,"Canterbury","Female",1,0.4
"Mpox",2008,"Canterbury","Female",0,0
"Cryptosporidiosis",2008,"Canterbury","Female",77,31.2
"VTEC/STEC infection",2008,"Canterbury","Female",13,5.3
"Pertussis",2008,"Canterbury","Female",47,19.1
"Tuberculosis disease",2008,"Canterbury","Female",15,6.1
"Rickettsial disease",2008,"Canterbury","Female",0,0
"Diphtheria",2008,"Canterbury","Female",0,0
"Hepatitis A",2008,"Canterbury","Female",1,0.4
"Meningoencephalitis - primary amoebic",2008,"Canterbury","Female",0,0
"Mumps",2008,"Canterbury","Female",10,4.1
"Hydatid disease",2008,"Canterbury","Female",0,0
"Shigellosis",2008,"Canterbury","Female",4,1.6
"Invasive pneumococcal disease",2008,"Canterbury","Female",3,1.2
"Hepatitis C",2008,"Canterbury","Female",2,0.8
"Taeniasis",2008,"Canterbury","Female",0,0
"Tetanus",2008,"Canterbury","Female",0,0
"Brucellosis",2008,"Canterbury","Female",0,0
"Malaria",2008,"Canterbury","Female",1,0.4
"Paratyphoid fever",2008,"Canterbury","Female",1,0.4
"Leptospirosis",2008,"Canterbury","Female",3,1.2
"Rabies and other lyssaviruses",2008,"Canterbury","Female",0,0
"Hepatitis B",2008,"Canterbury","Female",2,0.8
"Giardiasis",2008,"Canterbury","Female",92,37.3
"Haemophilus influenzae type b",2008,"Canterbury","Female",2,0.8
"Hepatitis NOS",2008,"Canterbury","Female",0,0
"Rheumatic fever",2008,"Canterbury","Female",1,0.4
"Rubella",2008,"Canterbury","Female",1,0.4
"Legionellosis",2008,"Canterbury","Female",4,1.6
"Acute gastroenteritis",2008,"Canterbury","Female",71,28.8
"Listeriosis",2008,"Canterbury","Female",1,0.4
"Leprosy",2008,"Canterbury","Female",0,0
"Campylobacteriosis",2008,"Canterbury","Female",277,112.3
"Salmonellosis",2008,"Canterbury","Female",89,36.1
"Q fever",2008,"Canterbury","Female",0,0
"Mpox",2008,"Southern","Male",0,0
"VTEC/STEC infection",2008,"Southern","Male",1,0.7
"Cryptosporidiosis",2008,"Southern","Male",52,36.6
"Measles",2008,"Southern","Male",0,0
"Mumps",2008,"Southern","Male",1,0.7
"Hepatitis C",2008,"Southern","Male",0,0
"Toxic shellfish poisoning",2008,"Southern","Male",0,0
"Tuberculosis disease",2008,"Southern","Male",2,1.4
"Legionellosis",2008,"Southern","Male",3,2.1
"Typhoid fever",2008,"Southern","Male",0,0
"Cholera",2008,"Southern","Male",0,0
"Rabies and other lyssaviruses",2008,"Southern","Male",0,0
"Yersiniosis",2008,"Southern","Male",10,7
"Tetanus",2008,"Southern","Male",0,0
"Campylobacteriosis",2008,"Southern","Male",240,169
"Hydatid disease",2008,"Southern","Male",1,0.7
"Diphtheria",2008,"Southern","Male",0,0
"Hepatitis NOS",2008,"Southern","Male",0,0
"Poliomyelitis",2008,"Southern","Male",0,0
"Rickettsial disease",2008,"Southern","Male",0,0
"Trichinosis",2008,"Southern","Male",0,0
"Taeniasis",2008,"Southern","Male",0,0
"Giardiasis",2008,"Southern","Male",48,33.8
"Pertussis",2008,"Southern","Male",16,11.3
"Acute gastroenteritis",2008,"Southern","Male",3,2.1
"Salmonellosis",2008,"Southern","Male",89,62.7
"Malaria",2008,"Southern","Male",1,0.7
"Arboviral diseases",2008,"Southern","Male",0,0
"Meningoencephalitis - primary amoebic",2008,"Southern","Male",0,0
"Hepatitis A",2008,"Southern","Male",0,0
"Cysticercosis",2008,"Southern","Male",0,0
"Brucellosis",2008,"Southern","Male",0,0
"Listeriosis",2008,"Southern","Male",0,0
"Shigellosis",2008,"Southern","Male",3,2.1
"Rubella",2008,"Southern","Male",0,0
"Invasive pneumococcal disease",2008,"Southern","Male",5,3.5
"Leptospirosis",2008,"Southern","Male",9,6.3
"Rheumatic fever",2008,"Southern","Male",0,0
"Paratyphoid fever",2008,"Southern","Male",1,0.7
"Haemophilus influenzae type b",2008,"Southern","Male",0,0
"Hepatitis B",2008,"Southern","Male",1,0.7
"Q fever",2008,"Southern","Male",0,0
"Meningococcal disease",2008,"Southern","Male",7,4.9
"Leprosy",2008,"Southern","Male",0,0
"Cryptosporidiosis",2008,"Southern","Female",48,32.8
"Legionellosis",2008,"Southern","Female",0,0
"Measles",2008,"Southern","Female",0,0
"Meningoencephalitis - primary amoebic",2008,"Southern","Female",0,0
"Rickettsial disease",2008,"Southern","Female",0,0
"Mpox",2008,"Southern","Female",0,0
"Pertussis",2008,"Southern","Female",19,13
"Tuberculosis disease",2008,"Southern","Female",0,0
"Cholera",2008,"Southern","Female",0,0
"Rubella",2008,"Southern","Female",1,0.7
"Rabies and other lyssaviruses",2008,"Southern","Female",0,0
"Hepatitis B",2008,"Southern","Female",0,0
"VTEC/STEC infection",2008,"Southern","Female",4,2.7
"Hydatid disease",2008,"Southern","Female",0,0
"Poliomyelitis",2008,"Southern","Female",0,0
"Arboviral diseases",2008,"Southern","Female",0,0
"Campylobacteriosis",2008,"Southern","Female",195,133.1
"Mumps",2008,"Southern","Female",0,0
"Q fever",2008,"Southern","Female",0,0
"Hepatitis C",2008,"Southern","Female",0,0
"Acute gastroenteritis",2008,"Southern","Female",8,5.5
"Leprosy",2008,"Southern","Female",0,0
"Tetanus",2008,"Southern","Female",0,0
"Yersiniosis",2008,"Southern","Female",9,6.1
"Brucellosis",2008,"Southern","Female",0,0
"Typhoid fever",2008,"Southern","Female",0,0
"Hepatitis A",2008,"Southern","Female",2,1.4
"Toxic shellfish poisoning",2008,"Southern","Female",0,0
"Paratyphoid fever",2008,"Southern","Female",2,1.4
"Listeriosis",2008,"Southern","Female",2,1.4
"Taeniasis",2008,"Southern","Female",0,0
"Cysticercosis",2008,"Southern","Female",0,0
"Giardiasis",2008,"Southern","Female",47,32.1
"Leptospirosis",2008,"Southern","Female",0,0
"Rheumatic fever",2008,"Southern","Female",0,0
"Salmonellosis",2008,"Southern","Female",82,56
"Haemophilus influenzae type b",2008,"Southern","Female",0,0
"Malaria",2008,"Southern","Female",2,1.4
"Hepatitis NOS",2008,"Southern","Female",0,0
"Diphtheria",2008,"Southern","Female",0,0
"Meningococcal disease",2008,"Southern","Female",3,2
"Trichinosis",2008,"Southern","Female",0,0
"Shigellosis",2008,"Southern","Female",2,1.4
"Invasive pneumococcal disease",2008,"Southern","Female",5,3.4
"Arboviral diseases",2008,"South Canterbury","Male",0,0
"Measles",2008,"South Canterbury","Male",0,0
"Tuberculosis disease",2008,"South Canterbury","Male",0,0
"Mpox",2008,"South Canterbury","Male",0,0
"Invasive pneumococcal disease",2008,"South Canterbury","Male",1,3.8
"Cholera",2008,"South Canterbury","Male",0,0
"Rubella",2008,"South Canterbury","Male",0,0
"Acute gastroenteritis",2008,"South Canterbury","Male",2,7.5
"Rabies and other lyssaviruses",2008,"South Canterbury","Male",0,0
"Pertussis",2008,"South Canterbury","Male",6,22.5
"Poliomyelitis",2008,"South Canterbury","Male",0,0
"Leptospirosis",2008,"South Canterbury","Male",0,0
"Paratyphoid fever",2008,"South Canterbury","Male",0,0
"Rickettsial disease",2008,"South Canterbury","Male",0,0
"Cysticercosis",2008,"South Canterbury","Male",0,0
"Hepatitis C",2008,"South Canterbury","Male",0,0
"Legionellosis",2008,"South Canterbury","Male",1,3.8
"Giardiasis",2008,"South Canterbury","Male",10,37.5
"Tetanus",2008,"South Canterbury","Male",0,0
"Haemophilus influenzae type b",2008,"South Canterbury","Male",0,0
"Leprosy",2008,"South Canterbury","Male",0,0
"Toxic shellfish poisoning",2008,"South Canterbury","Male",0,0
"Brucellosis",2008,"South Canterbury","Male",0,0
"Meningoencephalitis - primary amoebic",2008,"South Canterbury","Male",0,0
"Diphtheria",2008,"South Canterbury","Male",0,0
"Listeriosis",2008,"South Canterbury","Male",0,0
"Trichinosis",2008,"South Canterbury","Male",0,0
"Campylobacteriosis",2008,"South Canterbury","Male",95,356.3
"Q fever",2008,"South Canterbury","Male",0,0
"Hepatitis A",2008,"South Canterbury","Male",0,0
"Rheumatic fever",2008,"South Canterbury","Male",0,0
"Taeniasis",2008,"South Canterbury","Male",0,0
"Yersiniosis",2008,"South Canterbury","Male",7,26.3
"Mumps",2008,"South Canterbury","Male",0,0
"Hydatid disease",2008,"South Canterbury","Male",0,0
"Salmonellosis",2008,"South Canterbury","Male",28,105
"Hepatitis NOS",2008,"South Canterbury","Male",0,0
"Shigellosis",2008,"South Canterbury","Male",1,3.8
"Meningococcal disease",2008,"South Canterbury","Male",2,7.5
"Typhoid fever",2008,"South Canterbury","Male",0,0
"Cryptosporidiosis",2008,"South Canterbury","Male",28,105
"VTEC/STEC infection",2008,"South Canterbury","Male",1,3.8
"Hepatitis B",2008,"South Canterbury","Male",0,0
"Malaria",2008,"South Canterbury","Male",0,0
"Meningococcal disease",2008,"South Canterbury","Female",0,0
"Invasive pneumococcal disease",2008,"South Canterbury","Female",0,0
"Acute gastroenteritis",2008,"South Canterbury","Female",4,14.4
"Rubella",2008,"South Canterbury","Female",0,0
"Measles",2008,"South Canterbury","Female",0,0
"Rickettsial disease",2008,"South Canterbury","Female",0,0
"Tuberculosis disease",2008,"South Canterbury","Female",0,0
"Diphtheria",2008,"South Canterbury","Female",0,0
"Pertussis",2008,"South Canterbury","Female",3,10.8
"Trichinosis",2008,"South Canterbury","Female",0,0
"Hepatitis C",2008,"South Canterbury","Female",0,0
"Arboviral diseases",2008,"South Canterbury","Female",0,0
"Meningoencephalitis - primary amoebic",2008,"South Canterbury","Female",0,0
"Q fever",2008,"South Canterbury","Female",0,0
"Cysticercosis",2008,"South Canterbury","Female",0,0
"Yersiniosis",2008,"South Canterbury","Female",5,18.1
"Haemophilus influenzae type b",2008,"South Canterbury","Female",0,0
"Leptospirosis",2008,"South Canterbury","Female",0,0
"Cholera",2008,"South Canterbury","Female",0,0
"Tetanus",2008,"South Canterbury","Female",0,0
"VTEC/STEC infection",2008,"South Canterbury","Female",2,7.2
"Mpox",2008,"South Canterbury","Female",0,0
"Typhoid fever",2008,"South Canterbury","Female",0,0
"Cryptosporidiosis",2008,"South Canterbury","Female",29,104.7
"Mumps",2008,"South Canterbury","Female",0,0
"Legionellosis",2008,"South Canterbury","Female",2,7.2
"Hydatid disease",2008,"South Canterbury","Female",0,0
"Giardiasis",2008,"South Canterbury","Female",7,25.3
"Rheumatic fever",2008,"South Canterbury","Female",0,0
"Malaria",2008,"South Canterbury","Female",0,0
"Hepatitis B",2008,"South Canterbury","Female",0,0
"Hepatitis NOS",2008,"South Canterbury","Female",0,0
"Rabies and other lyssaviruses",2008,"South Canterbury","Female",0,0
"Toxic shellfish poisoning",2008,"South Canterbury","Female",0,0
"Poliomyelitis",2008,"South Canterbury","Female",0,0
"Campylobacteriosis",2008,"South Canterbury","Female",49,176.9
"Listeriosis",2008,"South Canterbury","Female",0,0
"Leprosy",2008,"South Canterbury","Female",0,0
"Taeniasis",2008,"South Canterbury","Female",0,0
"Brucellosis",2008,"South Canterbury","Female",0,0
"Paratyphoid fever",2008,"South Canterbury","Female",0,0
"Hepatitis A",2008,"South Canterbury","Female",0,0
"Shigellosis",2008,"South Canterbury","Female",0,0
"Salmonellosis",2008,"South Canterbury","Female",9,32.5
"Rickettsial disease",2008,"Northland","Male",0,0
"Meningoencephalitis - primary amoebic",2008,"Northland","Male",0,0
"Invasive pneumococcal disease",2008,"Northland","Male",0,0
"Haemophilus influenzae type b",2008,"Northland","Male",0,0
"Rabies and other lyssaviruses",2008,"Northland","Male",0,0
"Hepatitis B",2008,"Northland","Male",0,0
"Rubella",2008,"Northland","Male",0,0
"Arboviral diseases",2008,"Northland","Male",0,0
"Mpox",2008,"Northland","Male",0,0
"Q fever",2008,"Northland","Male",0,0
"Tuberculosis disease",2008,"Northland","Male",3,4.2
"Hepatitis C",2008,"Northland","Male",0,0
"Legionellosis",2008,"Northland","Male",0,0
"Acute gastroenteritis",2008,"Northland","Male",3,4.2
"Cholera",2008,"Northland","Male",0,0
"Tetanus",2008,"Northland","Male",0,0
"VTEC/STEC infection",2008,"Northland","Male",6,8.5
"Cysticercosis",2008,"Northland","Male",0,0
"Trichinosis",2008,"Northland","Male",0,0
"Cryptosporidiosis",2008,"Northland","Male",22,31.1
"Mumps",2008,"Northland","Male",1,1.4
"Rheumatic fever",2008,"Northland","Male",6,8.5
"Hydatid disease",2008,"Northland","Male",0,0
"Hepatitis NOS",2008,"Northland","Male",0,0
"Campylobacteriosis",2008,"Northland","Male",146,206.3
"Malaria",2008,"Northland","Male",1,1.4
"Leprosy",2008,"Northland","Male",0,0
"Paratyphoid fever",2008,"Northland","Male",0,0
"Brucellosis",2008,"Northland","Male",0,0
"Hepatitis A",2008,"Northland","Male",4,5.7
"Toxic shellfish poisoning",2008,"Northland","Male",0,0
"Pertussis",2008,"Northland","Male",4,5.7
"Typhoid fever",2008,"Northland","Male",0,0
"Giardiasis",2008,"Northland","Male",21,29.7
"Listeriosis",2008,"Northland","Male",1,1.4
"Yersiniosis",2008,"Northland","Male",9,12.7
"Diphtheria",2008,"Northland","Male",0,0
"Measles",2008,"Northland","Male",0,0
"Salmonellosis",2008,"Northland","Male",22,31.1
"Leptospirosis",2008,"Northland","Male",7,9.9
"Meningococcal disease",2008,"Northland","Male",4,5.7
"Taeniasis",2008,"Northland","Male",0,0
"Poliomyelitis",2008,"Northland","Male",0,0
"Shigellosis",2008,"Northland","Male",2,2.8
"Hydatid disease",2008,"Northland","Female",0,0
"Listeriosis",2008,"Northland","Female",0,0
"Invasive pneumococcal disease",2008,"Northland","Female",0,0
"Giardiasis",2008,"Northland","Female",20,27.2
"Cholera",2008,"Northland","Female",0,0
"Cryptosporidiosis",2008,"Northland","Female",18,24.4
"Trichinosis",2008,"Northland","Female",0,0
"Hepatitis B",2008,"Northland","Female",0,0
"Mpox",2008,"Northland","Female",0,0
"Hepatitis A",2008,"Northland","Female",1,1.4
"Rickettsial disease",2008,"Northland","Female",0,0
"Measles",2008,"Northland","Female",0,0
"Tuberculosis disease",2008,"Northland","Female",4,5.4
"Yersiniosis",2008,"Northland","Female",5,6.8
"VTEC/STEC infection",2008,"Northland","Female",4,5.4
"Mumps",2008,"Northland","Female",3,4.1
"Taeniasis",2008,"Northland","Female",0,0
"Diphtheria",2008,"Northland","Female",0,0
"Shigellosis",2008,"Northland","Female",0,0
"Paratyphoid fever",2008,"Northland","Female",0,0
"Brucellosis",2008,"Northland","Female",0,0
"Leptospirosis",2008,"Northland","Female",1,1.4
"Salmonellosis",2008,"Northland","Female",21,28.5
"Legionellosis",2008,"Northland","Female",0,0
"Rheumatic fever",2008,"Northland","Female",6,8.1
"Q fever",2008,"Northland","Female",0,0
"Meningoencephalitis - primary amoebic",2008,"Northland","Female",0,0
"Rabies and other lyssaviruses",2008,"Northland","Female",0,0
"Tetanus",2008,"Northland","Female",0,0
"Leprosy",2008,"Northland","Female",0,0
"Campylobacteriosis",2008,"Northland","Female",103,139.9
"Hepatitis C",2008,"Northland","Female",0,0
"Hepatitis NOS",2008,"Northland","Female",0,0
"Cysticercosis",2008,"Northland","Female",0,0
"Typhoid fever",2008,"Northland","Female",0,0
"Haemophilus influenzae type b",2008,"Northland","Female",0,0
"Rubella",2008,"Northland","Female",0,0
"Malaria",2008,"Northland","Female",1,1.4
"Arboviral diseases",2008,"Northland","Female",1,1.4
"Pertussis",2008,"Northland","Female",5,6.8
"Meningococcal disease",2008,"Northland","Female",4,5.4
"Toxic shellfish poisoning",2008,"Northland","Female",0,0
"Acute gastroenteritis",2008,"Northland","Female",4,5.4
"Poliomyelitis",2008,"Northland","Female",0,0
"Hydatid disease",2008,"Counties Manukau","Male",1,0.5
"Rickettsial disease",2008,"Counties Manukau","Male",0,0
"Cryptosporidiosis",2008,"Counties Manukau","Male",12,5.5
"Cholera",2008,"Counties Manukau","Male",0,0
"Invasive pneumococcal disease",2008,"Counties Manukau","Male",11,5
"Cysticercosis",2008,"Counties Manukau","Male",0,0
"Tuberculosis disease",2008,"Counties Manukau","Male",24,10.9
"Mumps",2008,"Counties Manukau","Male",3,1.4
"Meningoencephalitis - primary amoebic",2008,"Counties Manukau","Male",0,0
"Yersiniosis",2008,"Counties Manukau","Male",17,7.7
"Legionellosis",2008,"Counties Manukau","Male",3,1.4
"Hepatitis NOS",2008,"Counties Manukau","Male",0,0
"Measles",2008,"Counties Manukau","Male",0,0
"Rubella",2008,"Counties Manukau","Male",0,0
"Poliomyelitis",2008,"Counties Manukau","Male",0,0
"Meningococcal disease",2008,"Counties Manukau","Male",7,3.2
"Paratyphoid fever",2008,"Counties Manukau","Male",1,0.5
"Hepatitis B",2008,"Counties Manukau","Male",0,0
"Campylobacteriosis",2008,"Counties Manukau","Male",346,157.4
"Brucellosis",2008,"Counties Manukau","Male",1,0.5
"Rheumatic fever",2008,"Counties Manukau","Male",13,5.9
"Trichinosis",2008,"Counties Manukau","Male",0,0
"Leprosy",2008,"Counties Manukau","Male",1,0.5
"Tetanus",2008,"Counties Manukau","Male",0,0
"Leptospirosis",2008,"Counties Manukau","Male",3,1.4
"Haemophilus influenzae type b",2008,"Counties Manukau","Male",0,0
"VTEC/STEC infection",2008,"Counties Manukau","Male",8,3.6
"Arboviral diseases",2008,"Counties Manukau","Male",12,5.5
"Giardiasis",2008,"Counties Manukau","Male",86,39.1
"Acute gastroenteritis",2008,"Counties Manukau","Male",31,14.1
"Taeniasis",2008,"Counties Manukau","Male",0,0
"Salmonellosis",2008,"Counties Manukau","Male",47,21.4
"Diphtheria",2008,"Counties Manukau","Male",0,0
"Mpox",2008,"Counties Manukau","Male",0,0
"Hepatitis C",2008,"Counties Manukau","Male",2,0.9
"Rabies and other lyssaviruses",2008,"Counties Manukau","Male",0,0
"Malaria",2008,"Counties Manukau","Male",4,1.8
"Shigellosis",2008,"Counties Manukau","Male",11,5
